Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E,Foto,Formación,Camiseta
17/03/1955,Peucelle,visitante,derrota,1,3,Liga de Bahía Blanca,Pretemporada 1955 (amistoso),(Bahía Blanca),desconocido,-,-,sin datos,45,90,0,0,Foto,Formación,Camiseta
20/03/1955,Peucelle,visitante,derrota,3,4,Liga de Bahía Blanca,Pretemporada 1955 (amistoso),(Bahía Blanca),desconocido,-,-,sin datos,45,90,0,0,Foto,Formación,Camiseta
30/04/1955,Peucelle,local,empate,3,3,Vélez Sarsfield,1° fecha del Campeonato 1955,El Palacio,Burfield,"Juan C Marcello; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Vicente Gambardella, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Germinaro; Iglesias y Allegri; Ovide, Jorge Ruiz y García Fierro; Ernesto Sansone, Norberto Conde, Ferraro, Zubeldía y Manzi.",25 GOL Elio Montaño (HUR)</br>31 GOL Ricardo Infante (HUR)</br>44 GOL Norberto Conde (VSA)</br>73 GOL Norberto Conde (VSA)</br>80 GOL Juan M Filgueiras (HUR) -penal-</br>87 GOL Manzi (VSA),45,90,0,0,Foto,Formación,Camiseta
08/05/1955,J Alberti,visitante,derrota,2,5,Boca Juniors,2° fecha del Campeonato 1955,La Bombonera,Fuster,"Juan C Marcello; Carlos Scherl y Juan M Filgueiras; Enrique Espejo, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Vicente Gambardella, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Musimessi; Colman y Edwards; Lombardo, Arcos y Pescia; Mario Boyé, Baiocco, Borello, Roselló y Cucchiaroni.",11 GOL Cucchiaroni (BJU)</br>28 GOL Edwards (BJU) -penal-</br>42 GOL Mario Boyé (BJU)</br>44 GOL Juan M Filgueiras (HUR) -penal-</br>56 GOL Borello (BJU)</br>70 GOL Félix Respuela (HUR)</br>72 GOL Cucchiaroni (BJU),45,90,0,0,Foto,Formación,Camiseta
15/05/1955,J Alberti,local,derrota,1,2,Racing Club,3° fecha del Campeonato 1955,El Palacio,Thurman,"Edgardo Madinabeytia; José Murta y Juan M Filgueiras; Néstor Naya, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Vicente Gambardella, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Rogelio Domínguez; Pedro Dellacha y García Pérez; Giménez, Balay y Sivo; Cupo, Llamil Simes, Antonio Angelillo, A Rodríguez y Cigna.",2 GOL Juan A Portaluppi (HUR)</br>51 GOL Antonio Angelillo (RAC)</br>71 GOL Antonio Angelillo (RAC),45,90,0,0,Foto,Formación,Camiseta
22/05/1955,J Alberti,visitante,victoria,2,1,Tigre,4° fecha del Campeonato 1955,Caballito,Lynch,"Edgardo Madinabeytia; José Murta y Juan M Filgueiras; Julio Ramírez, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Vicente Gambardella, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Miguel Rugilo; Oscar Gaggino y Bores; Desanzo, Enrique Brunetti y Hidalgo; De Bourgoing, Norberto Méndez, Lacasia, González y Seoane.",31 GOL Elio Montaño (HUR)</br>53 GOL De Bourgoing (TIG)</br>62 GOL González (TIG),45,90,0,0,Foto,Formación,Camiseta
29/05/1955,J Alberti,local,derrota,2,3,River Plate,5° fecha del Campeonato 1955,El Palacio,Turner,"Edgardo Madinabeytia, Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Vicente Gambardella, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Amadeo Carrizo; Mantegari, Venini y Hernández; Omar Sívori, Néstor Rossi y Tesouro; Santiago Vernazza, Norberto Menéndez, Ángel Labruna y Félix Loustau.",22 GOL Norberto Menéndez (RPL)</br>26 GOL Omar Sívori (RPL)</br>39 GOL Félix Loustau (RPL)</br>42 GOL Elio Montaño (HUR)</br>67 GOL Juan M Filgueiras (HUR),45,90,0,0,Foto,Formación,Camiseta
05/06/1955,J Alberti,visitante,victoria,2,0,Gimnasia y Esgrima (La Plata),6° fecha del Campeonato 1955,El Bosque (La Plata),Wilbraham,"Edgardo Madinabeytia, Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Vicente Gambardella, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Gerónimo; Ambrosi y Carboni; Schandlein, Cortiñas y Smargiassi; Pentrelli, Papa, Loiácono, Martínez y Barci.",53 GOL Juan A Portaluppi (HUR)</br>70 GOL Juan A Portaluppi (HUR)</br>Huracán gana la Copa Juan D Perón,45,90,0,0,Foto,Formación,Camiseta
12/06/1955,J Alberti,local,empate,1,1,Newell's Old Boys (Rosario),7° fecha del Campeonato 1955,El Palacio,Meade,"Edgardo Madinabeytia, Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Vicente Gambardella, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Masuelli; Griffa y Coronel; Mastrogiuseppe, Ramacciotti y Miralles; Nardiello, Bellotti, Carranza, Picot y Yudica.",11 GOL Félix Respuela (HUR)</br>47 GOL Héctor D'Angelo (NOB) -en contra-</br>85 EXP Miralles (NOB),45,90,0,0,Foto,Formación,Camiseta
26/06/1955,J Alberti,local,derrota,2,3,Chacarita Juniors,8° fecha del Campeonato 1955,El Palacio,Cross,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Alberto Evaristo, Ricardo Infante, Horacio Onzari y Juan A Portaluppi.","Segundo Díaz; Molinari y Ferrero; Pegnotti, Montero y Moreno; P Rodríguez, Barreiro, Ravelli, Campana y Esquide.",25 GOL Campana (CHJ)</br>27 GOL Campana (CHJ)</br>51 GOL Ricardo Infante (HUR)</br>65 GOL Campana (CHJ)</br>88 GOL Alberto Evaristo (HUR),45,90,0,0,Foto,Formación,Camiseta
03/07/1955,Pedernera,visitante,victoria,2,0,Ferro C. Oeste,9° fecha del Campeonato 1955,Caballito,Jaoo,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Marapodi; Pirone y Garansini; Bufatelli, Diez y Cobo; González, Juárez, Calvanese, Berón y Tacchi.",41 GOL Juan A Portaluppi (HUR)</br>67 GOL Elio Montaño (HUR),45,90,0,0,Foto,Formación,Camiseta
09/07/1955,Pedernera,visitante,victoria,7,3,Liga de Sáenz Peña,Amistoso 1955 (fecha patria),(Sáenz Peña),desconocido,-,-,sin datos,45,90,0,0,Foto,Formación,Camiseta
10/07/1955,Pedernera,visitante,victoria,6,2,Liga de Villa Ángela,Amistoso 1955 (fecha patria),Liga de Chaco Oeste (Villa Ángela),desconocido,-,-,sin datos,45,90,0,0,Foto,Formación,Camiseta
24/07/1955,Pedernera,local,victoria,4,0,Lanús,10° fecha del Campeonato 1955,Gasómetro,Lynch,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Álvarez Vega; Prato y Beltrán; Juan A Bendazzi, Guidi y José Nazionale; Fernández, Daponte, Cejas, Reynoso y Moyano.",26 GOL Víctor Rodríguez (HUR) -penal-</br>44 GOL Juan A Portaluppi (HUR)</br>63 GOL Félix Respuela (HUR)</br>77 GOL Félix Respuela (HUR),45,90,0,0,Foto,Formación,Camiseta
31/07/1955,Pedernera,visitante,derrota,0,1,Independiente,11° fecha del Campeonato 1955,Doble Visera,Thurman,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Abraham; Barraza y Mousegne; Britos, J Varacka y E Varacka; Cervino, Cecconato, Bonelli, Grillo y Cruz.",57 GOL Grillo (IND),45,90,0,0,Foto,Formación,Camiseta
10/08/1955,Pedernera,local,victoria,1,0,Platense,12° fecha del Campeonato 1955,Caballito,Regis Brozzi,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Oscar Silva.","Domínguez; Doval y Menéndez; Maldonado, Cívico y Molina; Ruggiero, Báez, Beraza, López y Sayago.",87 GOL Ricardo Infante (HUR),45,90,0,0,Foto,Formación,Camiseta
14/08/1955,Pedernera,visitante,victoria,3,0,Estudiantes (La Plata),13° fecha del Campeonato 1955,Uno (La Plata),Meade,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Gioffré; Casanueva y Silvero; Garcerón, Urriolabeitia y Mogaburu; Scialino, Quaglia, Rolando, Molina y Manuel Pelegrina.",33 GOL Félix Respuela (HUR)</br>52 EXP Silvero (ELP)</br>52 EXP Héctor D'Angelo (HUR)</br>64 GOL Ricardo Infante (HUR)</br>73 GOL Félix Respuela (HUR),45,90,0,0,Foto,Formación,Camiseta
17/08/1955,Pedernera,local,victoria,4,1,Rosario Central,14° fecha del Campeonato 1955,Gasómetro,Ventre,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Omar Rossi; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Oscar Silva.","Américo Tissera; Cuello y Cardoso; Álvarez, Minni y La Rosa; Gauna, Mottura, Massei, Vilariño y Cazaubón.",19 GOL Massei (RCE)</br>37 GOL Víctor Rodríguez (HUR) -penal-</br>49 GOL Félix Respuela (HUR)</br>50 GOL Ricardo Infante (HUR)</br>88 GOL Ricardo Infante (HUR),45,90,0,0,Foto,Formación,Camiseta
21/08/1955,Pedernera,visitante,empate,0,0,San Lorenzo de Almagro,15° fecha del Campeonato 1955,Gasómetro,Wilbraham,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Omar Rossi; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Blazina; Martina y Federico Pizarro; Faina, Jorge Benegas y Vivas; Jofré, Coll, Gutiérrez, Benavídez y Florio.",1° Tiempo: San Lorenzo 0x0 Huracán,45,90,0,0,Foto,Formación,Camiseta
28/08/1955,Pedernera,visitante,derrota,1,2,Vélez Sarsfield,16° fecha del Campeonato 1955,Vélez Sarsfield,Nai Foino,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Alberto Evaristo y Juan A Portaluppi.","Germinaro; Simeone y Allegri; Ovide, Jorge Ruiz y García Fierro; Ernesto Sansone, Mosca, Carceo, Manzi y Mendiburu.",49 GOL Mosca (VSA)</br>62 GOL Mediburu (VSA)</br>78 GOL Alberto Evaristo (HUR) -penal-,45,90,0,0,Foto,Formación,Camiseta
04/09/1955,Pedernera,local,empate,1,1,Boca Juniors,17° fecha del Campeonato 1955,Gasómetro,Elliot,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Musimessi; Colman y Edwards; Lombardo, Eliseo Mouriño y Acosta; Navarro, Roselló, Borello, Pizzuti y Cucchiaroni.",29 GOL Cucchiaroni (BJU)</br>44 GOL Elio Montaño (HUR),45,90,0,0,Foto,Formación,Camiseta
11/09/1955,Pedernera,visitante,derrota,1,2,Racing Club,18° fecha del Campeonato 1955,El Cilindro,Lynch,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Juan A Portaluppi.","Rogelio Domínguez; Pedro Dellacha y García Pérez; De Vicente, Balay y Sivo; Cupo, Humberto Maschio, Blanco, A Rodríguez y Santos.",14 GOL Oscar Rossi (HUR)</br>20 GOL Cupo (RAC)</br>32 GOL Humberto Maschio (RAC),45,90,0,0,Foto,Formación,Camiseta
25/09/1955,Pedernera,local,victoria,2,0,Tigre,19° fecha del Campeonato 1955,Gasómetro,Burfield,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Omar Rossi y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Oscar Silva.","Miguel Rugilo; Cardoso y Bores; Fernando Gianserra, Enrique Brunetti e Hidalgo; Chirico, Burgos, González, Aguilar y Cesáreo.",20 GOL Oscar Silva (HUR)</br>70 GOL Ricardo Infante (HUR),45,90,0,0,Foto,Formación,Camiseta
04/10/1955,Pedernera,visitante,victoria,1,0,Peñarol (Uruguay),Amistoso 1955,Centenario (Montevideo),desconocido,-,"Maidana; Davoine y Martínez; Rodríguez Andrade (46 J C González), Salvador (46 Varela) y Barrios; Cruz, Hohberg, Míguez (46 Romay), Toja (50 González Plada) y Mónaco (50 Galván).",sin datos,45,90,0,0,Foto,Formación,Camiseta
06/10/1955,Pedernera,visitante,empate,2,2,Nacional (Uruguay),Amistoso 1955,Centenario (Montevideo),Washington Rodríguez (Uruguay),"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi (Vicente Gambardella), Ricardo Infante (Alberto Evaristo), Elio Montaño y Oscar Silva (Omar Rossi).","Mario Mussi; Raúl Pini y José Santamaría; Juan C Cantos (Waldemar González), Héctor Ramos y Eduardo Grolla; Omar Méndez, Antonio García, Alberto Chagas, Julio Pérez (Danilo Dibot) y Guillermo Escalada.",GOL González (HUR) -penal-</br>GOL Omar Méndez (HUR)</br>GOL Ricardo Infante (HUR)</br>GOL Alberto Evaristo (HUR),45,90,0,0,Foto,Formación,Camiseta
09/10/1955,Pedernera,visitante,derrota,1,2,River Plate,20° fecha del Campeonato 1955,Monumental,Lamolina,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Oscar Silva.","Amadeo Carrizo; Mantegari, Venini y Vairo; Omar Sívori, Néstor Rossi y Pascasio Sola; Santiago Vernazza, Norberto Menéndez, Ángel Labruna y Félix Loustau.",1 GOL Elio Montaño (HUR)</br>46 GOL Norberto Menéndez (RPL)</br>48 GOL Norberto Menéndez (RPL)</br>85 EXP Víctor Rodríguez (HUR),45,90,0,0,Foto,Formación,Camiseta
16/10/1955,Pedernera,local,victoria,2,0,Gimnasia y Esgrima (La Plata),21° fecha del Campeonato 1955,Gasómetro,Wilbraham,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Alberto Evaristo, Elio Montaño y Oscar Silva.","Gerónimo; Ambrosi y Carboni; Schandlein, Cortiñas y Smargiassi; Pentrelli, Papa, Loiácono, Martínez y Barci.",26 GOL Félix Respuela (HUR)</br>83 GOL Oscar Silva (HUR),45,90,0,0,Foto,Formación,Camiseta
23/10/1955,Pedernera,visitante,victoria,4,1,Newell's Old Boys (Rosario),22° fecha del Campeonato 1955,Parque Independencia (Rosario),Burfield,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Oscar Silva.","Righi; Danelutti y Coronel; Boveri, Ramacciotti y Miralles; Carranza, Picot, Bernardo, Carranza y Yudica.",8 GOL Bernardo (NOB)</br>24 GOL Ricardo Infante (HUR)</br>47 GOL Elio Montaño (HUR)</br>53 GOL Oscar Rossi (HUR)</br>75 GOL Félix Respuela (HUR),45,90,0,0,Foto,Formación,Camiseta
30/10/1955,Pedernera,visitante,victoria,3,0,Chacarita Juniors,23° fecha del Campeonato 1955,San Martín,Lynch,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Alberto Evaristo, Elio Montaño y Oscar Silva.","Goldbaum; Molinari y Ferrero; Pegnotti, Montero y Moreno; Otero, Barreiro, Ravelli, Pavez y Busico.",55 GOL Oscar Rossi (HUR)</br>57 GOL Elio Montaño (HUR)</br>64 GOL Elio Montaño (HUR),45,90,0,0,Foto,Formación,Camiseta
06/11/1955,Pedernera,local,empate,1,1,Ferro C. Oeste,24° fecha del Campeonato 1955,Gasómetro,Elliot,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Alberto Evaristo, Elio Montaño y Oscar Silva.","Roma; Pirone y Alonso; Salas, Diez y Devita; Alberto Dezorzi, Berón, Catoira, González y Piovano.",59 GOL Alberto Evaristo (HUR) -penal-</br>68 GOL González (FCO),45,90,0,0,Foto,Formación,Camiseta
13/11/1955,Pedernera,visitante,derrota,0,1,Lanús,25° fecha del Campeonato 1955,Lanús,Spinetto,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Oscar Silva.","Álvarez Vega; Prato y Beltrán; Daponte, Guidi y Juan A Bendazzi; Fernández, Gil, Cejas, Lugo y Moyano.",39 GOL Fernández (LAN),45,90,0,0,Foto,Formación,Camiseta
20/11/1955,Pedernera,local,derrota,0,3,Independiente,26° fecha del Campeonato 1955,Gasómetro,Cross,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Ernesto Antón y Oscar Silva.","Abraham; Barraza y Mousegne; Zorzenón, J Varacka y E Varacka; Rodolfo Micheli, Juárez, Cervino, Grillo y Cruz.",72 GOL Cervino (IND)</br>82 GOL Cervino (IND)</br>86 GOL Cervino (IND),45,90,0,0,Foto,Formación,Camiseta
27/11/1955,Pedernera,visitante,empate,4,4,Platense,27° fecha del Campeonato 1955,Saavedra,Lynch,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Omar Rossi; Félix Respuela, Oscar Rossi, Ricardo Infante, Ernesto Antón y Oscar Silva.","Domínguez; Doval y Menéndez; Díaz, Maldonado y Molina; Murúa, Báez, López, Corton y Heraldo Ferreyro.",11 GOL Corton (PLA)</br>26 GOL Menéndez (PLA) -penal-</br>40 GOL Ricardo Infante (HUR)</br>44 GOL Félix Respuela (HUR)</br>46 GOL Oscar Silva (HUR)</br>56 GOL Ricardo Infante (HUR) -penal-</br>71 GOL López (PLA)</br>85 GOL López (PLA),45,90,0,0,Foto,Formación,Camiseta
04/12/1955,Pedernera,local,derrota,1,2,Estudiantes (La Plata),28° fecha del Campeonato 1955,Gasómetro,Cross,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Alberto Evaristo y Oscar Silva.","Gioffré; Álvarez y Carriquiri; Colombo, Juan B Romo y Bouché; Cuevas, Molina, Rolando, Arizaga y Manuel Pelegrina.",19 GOL Rolando (ELP)</br>77 GOL Molina (ELP)</br>86 GOL Alberto Evaristo (HUR),45,90,0,0,Foto,Formación,Camiseta
08/12/1955,Pedernera,visitante,empate,1,1,Rosario Central,29° fecha del Campeonato 1955,Arroyito (Rosario),Nai Foino,"Edgardo Madinabeytia; Carlos Scherl y Antonio Leone; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Alberto Evaristo y Oscar Silva.","Américo Tissera; Biagioli y Cardoso; Ducca, Minni y La Rosa; Germán Tissera, Gauna, Saliadarré, Massei y Vilariño.",12 GOL Massei (RCE)</br>17 GOL Ricardo Infante (HUR),45,90,0,0,Foto,Formación,Camiseta
11/12/1955,Pedernera,local,derrota,2,3,San Lorenzo de Almagro,30° fecha del Campeonato 1955,La Bombonera,Ventre,"Edgardo Madinabeytia; Carlos Scherl y Antonio Leone; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Horacio Onzari y Oscar Silva.","Galelli; Castillo y Federico Pizarro; Resquín, Saba y Jorge Benegas; Jofré, Coll, Benavídez, Sanfilippo y López.",1 GOL López (SLA)</br>42 GOL Ricardo Infante (HUR)</br>44 GOL Félix Respuela (HUR)</br>47 GOL José Sanfilippo (SLA)</br>82 GOL Benavídez (SLA),45,90,0,0,Foto,Formación,Camiseta
14/12/1955,Pedernera,visitante,victoria,2,0,Centro Iqueño (Ecuador),Gira por América 1956 (amistoso),Nacional (Lima),desconocido,-,-,sin datos,45,90,0,0,Foto,Formación,Camiseta
17/12/1955,Pedernera,visitante,empate,0,0,Universitario (Perú),Gira por América 1956 (amistoso),Nacional (Lima),-,-,-,sin datos,45,90,0,0,Foto,Formación,Camiseta
20/12/1955,Pedernera,visitante,empate,3,3,Alianza Lima (Perú),Gira por América 1956 (amistoso),Nacional (Lima),Tejada,"Edgardo Madinabeytia; Santiago Ardanaz y Juan M Filgueiras; Héctor D'Angelo, Víctor Rodríguez y Omar Rossi; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Oscar Silva.","Paredes; Delgado y Garrido; Heredia, Velásquez y Carlos Lazón; Castillo, Bobadillo, Mosquera, Castillo y Gómez Sánchez.  Valeriano López.",16 GOL Félix Respuela (HUR)</br>36 GOL Mosquera (ALI)</br>83 GOL Mosquera (ALI)</br>45 GOL Ricardo Infante (HUR)</br>80 GOL Víctor Rodríguez (HUR),45,90,0,0,Foto,Formación,Camiseta
22/12/1955,Pedernera,visitante,derrota,2,3,Barcelona (Ecuador),Gira por América 1956 (amistoso),Capwell (Guayaquil),desconocido,"Edgardo Madinabeytia; Carlos Scherl (Omar Rossi) y Juan M Filgueiras (Antonio Leone) y Héctor D'Angelo; Santiago Ardanaz y Víctor Rodríguez; Félix Respuela, Oscar Rossi, Ricardo Infante, Elio Montaño y Oscar Silva.","Ansaldo; Jurado (Valencia), Sánchez y Macías; Solórzano y Alume; Salcedo, Cantos, Chuchuca (Balseca), S Cañarte (Larraz) y C Cañarte.",PT GOL C Cañarte (BAR)</br>ST GOL S Cañarte (BAR)</br>ST GOL Oscar Silva (HUR)</br>ST GOL Ricardo Infante (HUR)</br>ST GOL Salcedo (BAR),45,90,0,0,Foto,Formación,Camiseta
00/12/1955,Pedernera,visitante,victoria,1,0,Marte (El Salvador),Gira por América 1956 (amistoso),(San Salvador),desconocido,-,-,sin datos,45,90,0,0,Foto,Formación,Camiseta
00/12/1955,Pedernera,visitante,victoria,5,2,Marte (El Salvador),Gira por América 1956 (amistoso),(San Salvador),desconocido,-,-,sin datos,45,90,0,0,Foto,Formación,Camiseta
00/01/1956,Pedernera,visitante,empate,1,1,Juventud Olímpica (El Salvador),Gira por América 1956 (amistoso),(San Salvador),desconocido,-,-,sin datos,45,90,0,0,Foto,Formación,Camiseta
03/01/1956,Pedernera,visitante,victoria,3,2,Herediano (Costa Rica),1° fecha del Cuadrangular de Costa Rica 1956 (amistoso),Nacional (Costa Rica),desconocido,"Edgardo Madinabeytia; Carlos Scherl (Antonio Leone) y Juan M Filgueiras; Santiago Ardanaz, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela (Vicente Gambardella), Oscar Rossi, Ricardo Infante, Elio Montaño (Alberto Evaristo) y Oscar Silva.","Campos (Alvarado); Solís y Murillo; Campos, Roldán y Sánchez (Vargas); Armijo (González), Meza, Montero, Esquivel y Goñi.",GOL Félix Respuela (HUR)</br>GOL Elio Montaño (HUR)</br>GOL Goñi (HER)</br>GOL Goñi (HER)</br>GOL Alberto Evaristo (HUR),45,90,0,0,Foto,Formación,Camiseta
06/01/1956,Pedernera,visitante,derrota,1,2,Saprissa (Costa Rica),2° fecha del Cuadrangular de Costa Rica 1956 (amistoso),Nacional (Costa Rica),desconocido,"Edgardo Madinabeytia; Antonio Leone y Juan M Filgueiras; Ricardo Urquijo, Víctor Rodríguez y Héctor D'Angelo; Félix Respuela, Oscar Rossi, Ricardo Infante, Alberto Evaristo y Oscar Silva  Entraron Elio Montaño y Gamboa.","Pérez; G Rodríguez y Cordero; Sánchez, Valenciano y Quirós; Araya, Monge, Murillo, Goñi y Jiménez  González y Hernández.",GOL Oscar Rossi (HUR)</br>GOL Cordero (SAP)</br>GOL Goñi (SAP),45,90,0,0,Foto,Formación,Camiseta
12/01/1956,Pedernera,neutral,derrota,2,3,Lanús,3° fecha del Cuadrangular de Costa Rica 1956 (amistoso),Nacional (Costa Rica),Alfaro,"Edgardo Madinabeytia; Carlos Scherl y Juan M Filgueiras; Ricardo Urquijo, Víctor Rodríguez y Omar Rossi; Félix Respuela, Vicente Gambardella, Ricardo Infante, Elio Montaño y Adolfo Pedernera.","Álvarez Vega; Pratto y Beltrán; Juan A Bendazzi, Guido y José Nazionale; Fernández (García), Gil, Cejas, Lugo y Moyano.",3 GOL Fernández (LAN)</br>16 GOL Gil (LAN)</br>20 GOL Moyano (LAN)</br>54 GOL Ricardo Infante (HUR) -penal-</br>59 GOL Ricardo Infante (HUR),45,90,0,0,Foto,Formación,Camiseta
15/01/1956,Pedernera,visitante,victoria,3,1,Nacional (Colombia),Gira por América 1956 (amistoso),Atanasio Girardot (Medellín),desconocido,-,-,sin datos,45,90,0,0,Foto,Formación,Camiseta
22/01/1956,Pedernera,visitante,victoria,2,0,Independiente Medellín (Colombia),Gira por América 1956 (amistoso),Atanasio Girardot (Medellín),desconocido,-,-,sin datos,45,90,0,0,Foto,Formación,Camiseta
25/01/1956,Pedernera,neutral,victoria,5,2,Chalaco (Perú),Gira por América 1956 (amistoso),Palogrande (Manizales),desconocido,-,-,sin datos,45,90,0,0,Foto,Formación,Camiseta
29/01/1956,Pedernera,visitante,victoria,6,2,Millonarios (Colombia),Cuadrangular de Manizales 1956 (amistoso),Palogrande (Manizales),desconocido,-,"Adolfo Pedernera",sin datos,45,90,0,0,Foto,Formación,Camiseta
03/02/1956,Pedernera,neutral,empate,2,2,Tigre,Gira por América 1956 (amistoso),(Willemstad),desconocido,"Nicolás Giannattasio, Alberto Pogliani",-,GOL Aguilar (TIG)</br>GOL Sánchez García (TIG),45,90,0,0,Foto,Formación,Camiseta
