Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E,Foto,Formación,Camiseta
24/09/1961,Zoppi,visitante,empate,3,3,Gimnasia y Esgrima (La Plata),19° fecha del Campeonato 1961,El Bosque (La Plata),Luis Ventre,"Juan Bertoldi (46 Juan Jover); Dante Álvarez y Miguel Vidal; Carlos Arredondo, José Sanez y Vladislao Cap; José Carbone, Miguel Reznik, Jesús Roldán, Juan Castro y Emilio Melón.","Francisco Gerónimo; Pedro Galeano y Antonio Arena; Walter Davoine, Carlos Bayo y Néstor Isella; Luis Ciacia, Eliseo Prado, Ricardo Infante, Francisco Bayo y Oscar Gómez Sánchez.",11 GOL Juan A Castro (HUR)</br>23 GOL Francisco Bayo (GLP)</br>37 GOL José Carbone (HUR)</br>39 EXP Antonio Arena (GLP)</br>44 GOL Ricardo Infante (GLP)</br>63 GOL Jesús Roldán (HUR)</br>89 GOL Ricardo Infante (GLP),45,90,0,0,Foto,Formación,Camiseta
01/10/1961,Zoppi,local,empate,1,1,Racing Club,20° fecha del Campeonato 1961,El Palacio,José Luis Praddaude,"Juan Bertoldi; Dante Álvarez y Miguel Vidal; Carlos Arredondo, Vladislao Cap y José Sanez; José Carbone, Osvaldo Crosta, Eduardo V Domínguez, Juan Castro y Emilio Melón.","Osvaldo Negri; Norberto Anido y Juan Mesías; Roberto Blanco, Anacleto Peano y Federico Sacchi; Oreste Corbatta, Juan Pizzuti, Pedro Mansilla, Rubén Sosa y Raúl Belén.",25 GOL José Sanez (RAC) -en contra-</br>44 LES José Carbone (HUR)</br>69 GOL Carlos Arredondo (HUR) -penal-,45,90,0,0,Foto,Formación,Camiseta
08/10/1961,Zoppi,visitante,victoria,3,0,Rosario Central,21° fecha del Campeonato 1961,Arroyito (Rosario),Juan Regis Brozzi,"Juan Bertoldi; Dante Álvarez y Miguel Vidal; Carlos Arredondo, Vladislao Cap y José Sanez; Ernesto Juárez, Miguel Reznik, Eduardo V Domínguez, Juan Castro y Jesús Roldán.","Edgardo Andrada; Norberto Bautista y Néstor Cardoso; Néstor Manfredi, Domingo Aranda y Gualberto Mugione; Miguel Juárez, César Menotti, Marcelo Pagani, Alejandro Báez y Francisco Rodrígues.",78 GOL Eduardo V Domínguez (HUR)</br>80 GOL Juan A Castro (HUR)</br>89 GOL Eduardo V Domínguez (HUR),45,90,0,0,Foto,Formación,Camiseta
15/10/1961,Zoppi,local,derrota,1,3,Los Andes,22° fecha del Campeonato 1961,El Palacio,Carlos Nai Foino,"Juan Bertoldi; Dante Álvarez y Miguel Vidal; Carlos Arredondo, Vladislao Cap y José Sanez; Ernesto Juárez, Miguel Reznik, Eduardo V Domínguez, Juan Castro y Jesús Roldán.","Goldbaum; Ramón Salas y Luis Rodríguez; José Giaimo, Rodolfo Romero y Norberto Schiro; Miguel Baiocco, Dardo Migoni, Urben Farías, José Villegas y Américo Sesti.",20 GOL Urben Farías (AND)</br>54 GOL Miguel Reznik (HUR)</br>65 GOL Américo Sesti (AND)</br>76 GOL 76 Villegas (AND),45,90,0,0,Foto,Formación,Camiseta
22/10/1961,Zoppi,visitante,empate,1,1,Boca Juniors,23° fecha del Campeonato 1961,La Bombonera,Duval Goicoechea,"Juan Bertoldi; Dante Álvarez y Miguel Vidal; Carlos Arredondo, Julio Novarini y Vladislao Cap; Ernesto Juárez, Miguel Reznik, Eduardo V Domínguez, Norberto Menéndez y Jorge Diz.","Antonio Roma; Edson Dos Santos y Silvio Marzolini; Víctor Benítez, Dino Sani y Antonio Rattín; Angel Nardiello, Miguel Pezzi, Paulo Valentim, José Yudica y Raúl Pérez.",4 GOL Jorge Diz (HUR)</br>32 GOL Paulo Valentim (BJU),45,90,0,0,Foto,Formación,Camiseta
29/10/1961,Zoppi,local,victoria,3,2,Argentinos Juniors,24° fecha del Campeonato 1961,El Palacio,Luis Ventre,"Juan Jover; Dante Álvarez y Miguel Vidal; Carlos Arredondo, Vladislao Cap y José Sanez; Ernesto Juárez, Miguel Reznik, Norberto Menéndez, Juan Castro y Jorge Diz.","Juan Bertoni; Juan Valentino y Hugo Bianchi; Alberto Sainz, Ricardo Ramacciotti y Juan Malazzo; Martín Canseco, Martín Pando, Osvaldo Carceo, Airton Diogo y Osvaldo Canadell.",14 GOL Juan A Castro (HUR)</br>37 GOL Martín Canseco (AJU)</br>69 GOL Juan A Castro (HUR)</br>72 GOL Norberto Menéndez (HUR)</br>82 GOL Airton Diogo (AJU),45,90,0,0,Foto,Formación,Camiseta
01/11/1961,Zoppi,visitante,empate,1,1,Ferro C. Oeste,25° fecha del Campeonato 1961,Caballito,Robert Turner,"Juan Jover; Dante Álvarez y Miguel Vidal; Carlos Arredondo, Vladislao Cap y José Sanez; Ernesto Juárez, Miguel Reznik, Norberto Menéndez, Juan Castro y Jorge Diz.","Roque Marapodi; Alberto Mogaburu y Hugo D'Ambrosio; Sergio De Gioia, Raúl Rodríguez y Francisco Devita; Alfredo González, Felipe Ribaudo, Manuel López, Dante Lugo y Antonio Garabal.",65 GOL Alfredo González (FCO)</br>85 GOL Juan A Castro (HUR),45,90,0,0,Foto,Formación,Camiseta
05/11/1961,Zoppi,visitante,derrota,4,3,Independiente,26° fecha del Campeonato 1961,Doble Visera,Manuel Velarde,"Juan Jover; Dante Álvarez y Miguel Vidal; Carlos Arredondo, Vladislao Cap y José Sanez; Ernesto Juárez, Eduardo V Domínguez, Norberto Menéndez, Juan Castro y Emilio Melón.","Bernardico; Rubén Navarro y Decaría; Roberto Ferreiro, Alcides Silveira y Jorge Maldonado; Joao Lanzone, Ramón Abeledo, Luis Suárez, Pedro Cabral y Tomás Rolan.",10 GOL Emilio Melón (HUR)</br>16 GOL Juan A Castro (HUR)</br>29 GOL Eduardo V Domínguez (HUR)</br>42 GOL Tomás Rolan (IND)</br>68 GOL Tomás Rolan (IND)</br>78 GOL Luis Suárez (IND)</br>87 GOL Ramón Abeledo (IND),45,90,0,0,Foto,Formación,Camiseta
12/11/1961,Zoppi,local,victoria,2,0,Estudiantes (La Plata),27° fecha del Campeonato 1961,El Palacio,Roberto Goicoechea,"Juan Bertoldi; Dante Álvarez y Víctor Alarcón; Carlos Arredondo, Vladislao Cap y Miguel Vidal; Ernesto Juárez, Miguel Reznik, Eduardo V Domínguez, Norberto Menéndez y Juan Castro.","José Toledo; José Silvero y Juan Amaral Silvera; Manuel Castillo, Héctor Zapa y José Albrecht; Héctor Antonio, Pedro Prospitti, Luis Pereyra, Juan Rulli y Roberto Tarabini.",25 GOL Miguel Reznik (HUR)</br>72 GOL Eduardo V Domínguez (HUR)</br>88 EXP Juan Rulli (ELP),45,90,0,0,Foto,Formación,Camiseta
22/11/1961,Zoppi,visitante,derrota,5,0,Chacarita Juniors,28° fecha del Campeonato 1961,San Martín,Miguel Comesaña,"Juan Bertoldi; Dante Álvarez y Víctor Alarcón; Carlos Arredondo, Vladislao Cap y Miguel Vidal; Ernesto Juárez, Miguel Reznik, Eduardo V Domínguez, Norberto Menéndez y Juan Castro.","Héctor Cordero; José Vázquez y David Iñigo; Oscar Martín, Roberto Moreno y Alberto Mariotti; Osvaldo Tornesi, Hernán Nonis, Eduardo Restivo, Mario Rodríguez y Raúl Savoy.",24 GOL Roberto Moreno (CHJ)</br>41 GOL Mario Rodríguez (CHJ)</br>45 LES Carlos Arredondo (HUR)</br>56 GOL Osvaldo Tornesi (CHJ) -penal-</br>74 GOL Eduardo Restivo (CHJ)</br>80 GOL Hernán Nonis (CHJ),45,90,0,0,Foto,Formación,Camiseta
26/11/1961,Zoppi,local,empate,1,1,Lanús,29° fecha del Campeonato 1961,El Palacio,Luis Ventre,"Juan Carlos Bertoldi; Dante Álvarez y Miguel Vidal; Víctor Alarcón, Vladislao Cap y José Sanez; Alberto Rendo, Miguel Reznik, Eduardo V Domínguez, Juan Castro y Ernesto Juárez.","Jorge Yacopetti; Francisco Bravo y Rubén Bertulessi; Raúl Martina, Juan Guidi y José Díaz; Rubén Nario, Eduardo Curia, Raúl Graziolo, Urbano Reynoso y Juan Lallana.",33 GOL Eduardo V Domínguez (HUR)</br>61 EXP Víctor Alarcón (HUR)</br>62 GOL Juan Lallana (LAN)</br>70 EXP José Díaz (LAN),45,90,0,0,Foto,Formación,Camiseta
01/12/1961,Zoppi,visitante,derrota,0,1,River Plate,30° fecha del Campeonato 1961,Monumental,Manuel Velarde,"Juan Bertoldi; Raúl Hernández y Víctor Alarcón; Carlos Noli, José Sanez y Vladislao Cap; Alberto Rendo, Miguel Reznik, Eduardo V Domínguez, Juan Castro y Ernesto Juárez.","Amadeo Carrizo; José Ramos Delgado y Marcelo Etchegaray; Víctor Doval, Salvador y José Varacka; Moacir, Juan Sarnari, Delem, Ermindo Onega y Roberto.",10 GOL Delem (RPL),45,90,0,0,Foto,Formación,Camiseta
22/02/1962,Ferreyra,local,victoria,1,0,Aimoré (Brasil),Amistoso 1962,-,-,Huracán,-,54 GOL Medina (HUR)</br>EXP Arquero (HUR)</br>EXP delantero (AIM),45,90,0,0,Foto,Formación,Camiseta

25/03/1962,Ferreyra,local,victoria,4,0,Vélez Sarsfield,1° fecha del Campeonato 1962,El Palacio,José Luis Praddaude,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Miguel Vidal; Héctor Pederzoli y Alberto Rendo; Ernesto Juárez, Pedro Medina, Jesús Roldán y Juan C Rodríguez.","Rodolfo Piazza; Horacio Avalos, Eduardo Batagelj, Ricardo Cielinski y Armando Mareque; Reinaldo Volken y Rubén Fernández; Orlando Benedetto, Juan Pastorini, Daniel Willington y José Yudica.",19 GOL Juárez (HUR)</br>56 EXP Willington (VSA)</br>57 GOL Juárez (HUR)</br>67 GOL Medina (HUR)</br>71 GOL Roldán (HUR),45,90,0,0,Foto,Formación,Camiseta
01/04/1962,Ferreyra,visitante,victoria,1,0,Atlanta,2° fecha del Campeonato 1962,Monumental,Juan Regis Brozzi,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Miguel Vidal; Héctor Pederzoli y Alberto Rendo; Ernesto Juárez, Pedro Medina, Jesús Roldán y Juan C Rodríguez.","Miguel Sánchez; Miguel Vignale, Alejo Clariá, Mario Bonczuk y Julio Nuin; Carlos Griguol y Eduardo Balassanián; José Luna, Antonio Poggi, Norberto Conde y Walter Roque.",61 GOL Arredondo (HUR),45,90,0,0,Foto,Formación,Camiseta
08/04/1962,Ferreyra,local,victoria,1,0,San Lorenzo de Almagro,3° fecha del Campeonato 1962,El Palacio,Manuel Velarde,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Miguel Vidal; Héctor Pederzoli y Alberto Rendo; Ernesto Juárez, Pedro Medina, Jesús Roldán y Juan C Rodríguez.","Marwel Periotti; Juan Ríos, Humberto Cancino, Raúl Páez y Juan Martínez; Guillermo Reynoso y Oscar Rossi; Héctor Facundo, Omar García, José Sanfilippo y Norberto Boggio.",68 GOL Juárez (HUR),45,90,0,0,Foto,Formación,Camiseta
15/04/1962,Ferreyra,visitante,empate,0,0,Rosario Central,4° fecha del Campeonato 1962,Arroyito (Rosario),José Luis Praddaude,"Juan Santos; Carlos Arredondo, Dante Álvarez, Víctor Alarcón y Miguel Vidal; Héctor Pederzoli y Alberto Rendo; Ernesto Juárez, Pedro Medina, Jesús Roldán y Juan C Rodríguez.","Edgardo Andrada; Juan Biagioli, José Casares, Norberto Bautista y Néstor Cardoso; Sebastián García y César Menotti; José Carbone, Jorge Westcha, Enrique Fernández y Sergio Closs.",,45,90,0,0,Foto,Formación,Camiseta
19/04/1962,Ferreyra,local,derrota,0,2,Gimnasia y Esgrima (La Plata),5° fecha del Campeonato 1962,El Palacio,Roberto Goicoechea,"Juan Santos; Carlos Arredondo, Dante Álvarez, Víctor Alarcón y Miguel Vidal; Héctor Pederzoli y Alberto Rendo; Ernesto Juárez, Urben Farías, Miguel Reznik y Juan C Rodríguez.","Francisco Gerónimo; Walter Davoine, Pedro Galeano, Domingo Lejona y José Marinovich; Carlos Bayo y Hugo Carro; Héctor Antonio, Alfredo Rojas, Antonio López y Oscar Gómez Sánchez.",34 EXP López (GLP)</br>58 GOL Antonio (GLP)</br>84 GOL Rojas (GLP),45,90,0,0,Foto,Formación,Camiseta
22/04/1962,Ferreyra,visitante,derrota,0,2,Selección de Chile,Amistoso,Nacional (Chile),árbitro,,,sin datos,45,90,0,0,Foto,Formación,Camiseta
24/06/1962,Ferreyra,local,victoria,2,1,Racing Club,7° fecha del Campeonato 1962,El Palacio,Miguel Comesaña,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Miguel Vidal; Héctor Pederzoli y Alberto Rendo; Ernesto Juárez, Pedro Medina, Jesús Roldán y Juan C Rodríguez.","Osvaldo Negri; Roberto Blanco, Norberto Anido, Rubén Bertulessi y Juan Mesías; Anacleto Peano y Eduardo Curia; Oreste Corbatta, Pedro Mansilla, Rubén Sosa y Carlos Borges.",15 GOL Roldán (HUR)</br>52 GOL Mansilla (RAC)</br>68 GOL Rodríguez (HUR)</br>75 EXP Mesías (RAC),45,90,0,0,Foto,Formación,Camiseta
01/07/1962,Ferreyra,visitante,empate,0,0,Ferro C. Oeste,8° fecha del Campeonato 1962,Caballito,Aurelio Bossolino,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Miguel Vidal; Héctor Pederzoli y Alberto Rendo; Venancio Lescano, Pedro Medina, Jesús Roldán y Juan C Rodríguez.","Roque Marapodi; Carlos Di Lorenzo, Alberto Mogaburu, Francisco Devita e Isaac Andrade; Sergio De Gioia y Alfredo González; Manuel López, Wilfredo Camacho, Miguel Tojo y Antonio Garabal.",,45,90,0,0,Foto,Formación,Camiseta
08/07/1962,Ferreyra,local,victoria,3,0,Argentinos Juniors,9° fecha del Campeonato 1962,El Palacio,Luis Ventre,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Miguel Vidal; Raúl Madero y Alberto Rendo; Ernesto Juárez, Pedro Medina, Jesús Roldán y Juan C Rodríguez.","Juan Bertoni; Omar Coria y Hugo D'Ambrosio; Juan Romani, Ricardo Ramacciotti y José Mesiano; Martín Canseco, Roberto Puppo, Juan Oleniak, Horacio Barrionuevo y Juan Tamburrino.",37 GOL Juárez (HUR) -penal-</br>43 EXP D'Ambrosio (AJU)</br>62 GOL Rodríguez (HUR)</br>83 GOL Roldán (HUR),45,90,0,0,Foto,Formación,Camiseta
22/07/1962,Ferreyra,visitante,empate,1,1,River Plate,10° fecha del Campeonato 1962,Monumental,Duval Goicoechea,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Miguel Vidal; Raúl Madero y Alberto Rendo; Ernesto Juárez, Pedro Medina, Jesús Roldán y Juan C Rodríguez.","Rogelio Domínguez; Alberto Sainz, José Ramos Delgado, José Varacka y Marcelo Etchegaray; Vladislao Cap y Martín Pando; Mario Griguol, Luis Artime, Delem y Jorge Diz.",28 GOL Artime (RPL)</br>47 GOL Medina (HUR),45,90,0,0,Foto,Formación,Camiseta
29/07/1962,Ferreyra,visitante,empate,2,2,Quilmes,11° fecha del Campeonato 1962,Quilmes,Angel Coerezza,"Juan Bertoldi; Carlos Arredondo, Víctor Alarcón, Juan Schneider y Miguel Vidal; Raúl Madero y Alberto Rendo; Ernesto Juárez, Sergio Cantú, Jesús Roldán y Juan C Rodríguez.","Aldo Beltrán; Roberto Minutti, Carlos Rico, Osvaldo Nemiña y Rafael García Fierro; Roberto Aguirre y Nilton Dos Santos; Luis Vizzo, Angel Del Moro, Fernando Monteiro y Jacinto Merayo.",11 GOL Del Moro (QUI)</br>38 GOL Roldán (HUR)</br>44 GOL Roldán (HUR)</br>88 GOL Del Moro (QUI) -penal-,45,90,0,0,Foto,Formación,Camiseta
05/08/1962,Ferreyra,local,empate,1,1,Boca Juniors,12° fecha del Campeonato 1962,El Palacio,Miguel Comesaña,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Miguel Vidal; Raúl Madero y Alberto Rendo; Ernesto Juárez, Sergio Cantú, Jesús Roldán y Juan C Rodríguez.","Néstor Errea; Carmelo Simeone, José Silvero, Orlando y Silvio Marzolini; Antonio Rattín y Ernesto Grillo; Juan Pizzuti, Paulo Valentím, Norberto Menéndez y Alberto González.",50 GOL Valentim (BJU)</br>65 GOL Juárez (HUR) -penal-,45,90,0,0,Foto,Formación,Camiseta
19/08/1962,Ferreyra,visitante,empate,0,0,Estudiantes (La Plata),13° fecha del Campeonato 1962,Uno (La Plata),Aurelio Bossolino,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Miguel Vidal; Raúl Madero y Alberto Rendo; Ernesto Juárez, Sergio Cantú, Jesús Roldán y Juan C Rodríguez.","Ricardo Valenzuela; Manuel Castillo, Héctor Silva, José Albrecht y Rubén Cheves; Héctor Zapa y Miguel Ruiz; Jorge Bentivegna, Juan C Soria, Héctor Berón y Néstor Lauge.",,45,90,0,0,Foto,Formación,Camiseta
26/08/1962,Ferreyra,local,derrota,0,1,Chacarita Juniors,14° fecha del Campeonato 1962,El Palacio,Luis Ventre,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Miguel Vidal; Raúl Madero y Alberto Rendo; Ernesto Juárez, Pedro Medina, Jesús Roldán y Juan C Rodríguez.","Héctor Cordero; Oscar Martín, José Vázquez, Juan Guzmán y David Iñigo; Roberto Moreno y Alberto Diego; Osvaldo Tornesi, Mario Rodríguez, Raúl Savoy y Roberto Brookes.",32 GOL Mario Rodríguez (CHJ),45,90,0,0,Foto,Formación,Camiseta
02/09/1962,Ferreyra,visitante,derrota,0,1,Independiente,15° fecha del Campeonato 1962,Doble Visera,Roberto Goicoechea,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Víctor Alarcón; Raúl Madero y Alberto Rendo; Ernesto Juárez, Jesús Roldán, Adalberto Marchesi y Juan C Rodríguez.","Osvaldo Toriani; Roberto Ferreiro, Rubén Navarro, Jorge Maldonado y Tomás Rolan; Juan Guidi y Jorge Vázquez; Raúl Bernao, Luis Suárez, Edgardo D'Ascenzo y Alberto Daquarti.",53 GOL Suárez (IND),45,90,0,0,Foto,Formación,Camiseta
09/09/1962,Ferreyra,visitante,victoria,2,1,Vélez Sarsfield,16° fecha del Campeonato 1962,Vélez Sarsfield,Aurelio Bossolino,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Miguel Vidal; Raúl Madero y Alberto Rendo; Ernesto Juárez, Jesús Roldán, Adalberto Marchesi y Juan C Rodríguez.","Rodolfo Piazza; Francisco Bramuglia, Julio Dalmao, Ricardo Cielinski y Armando Mareque; Hugo Ramos y Miguel Basílico; Eduardo, Daniel Willington, Rubén Fernández y José Yudica.",27 GOL Marchesi (HUR)</br>60 GOL Basílico (VSA)</br>75 GOL Rodríguez (HUR),45,90,0,0,Foto,Formación,Camiseta
26/09/1962,Ferreyra,local,derrota,1,4,Atlanta,17° fecha del Campeonato 1962,El Palacio,Manuel Velarde,"Juan Bertoldi; Carlos Arredondo, Luis Solé, Juan Schneider y Miguel Vidal; Raúl Madero y Alberto Rendo; Ernesto Juárez, Jesús Roldán, Adalberto Marchesi y Juan C Rodríguez.","Miguel Sánchez; Miguel Vignale, Alejo Clariá, Mario Bonczuk y Julio Nuin; Carlos Griguol y Eduardo Balassanián; José Luna, Jorge Fernández, Norberto Conde y Walter Roque.",19 GOL Conde (ATL)</br>59 GOL Conde (ATL)</br>64 GOL Luna (ATL)</br>76 GOL Marchesi (HUR)</br>83 GOL Nuin (ATL) -penal-,45,90,0,0,Foto,Formación,Camiseta
30/09/1962,Ferreyra,visitante,empate,2,2,San Lorenzo de Almagro,18° fecha del Campeonato 1962,Gasómetro,Miguel Comesaña,"Juan Bertoldi; Carlos Arredondo, Víctor Alarcón, Juan Schneider y Miguel Vidal; Héctor Pederzoli y Alberto Rendo; Ernesto Juárez, Jesús Roldán, Adalberto Marchesi y Emilio Melón.","Marwel Periotti; Carlos Álvarez, Humberto Cancino, Ignacio Santamaría y Raúl Páez; Guillermo Reynoso y Oscar Rossi; Raúl Pérez, Luis Leeb, José Sanfilippo y Carlos Cabrera.",22 GOL Rossi (SLA)</br>32 GOL Marchesi (HUR)</br>49 GOL Marchesi (HUR)</br>83 LES Roldán (HUR)</br>88 GOL Rossi (SLA)</br>89 EXP Vidal (HUR),45,90,0,0,Foto,Formación,Camiseta
07/10/1962,Ferreyra,local,victoria,2,1,Rosario Central,19° fecha del Campeonato 1962,El Palacio,Luis Pedro Spinetto,"Juan Bertoldi; Carlos Arredondo, Víctor Alarcón, Juan Schneider y Miguel Vidal; Héctor Pederzoli y Alberto Rendo; Ernesto Juárez, Adolfo Sangiovanni, Adalberto Marchesi y Emilio Melón.","Edgardo Andrada; José Casares y Néstor Cardoso; Juan Biagioli, Gualberto Mugione y Norberto Bautista; José Carbone, Fernando Boriotti, Miguel Juárez, Enrique Fernández y Ricardo Giménez.",13 GOL Marchesi (HUR)</br>15 GOL Boriotti (RCE)</br>59 GOL Melón (HUR),45,90,0,0,Foto,Formación,Camiseta
12/10/1962,Ferreyra,visitante,derrota,0,1,Gimnasia y Esgrima (La Plata),20° fecha del Campeonato 1962,El Bosque (La Plata),Roberto Goicoechea,"Juan Bertoldi; Carlos Arredondo, Víctor Alarcón, Juan Schneider y Miguel Vidal; Héctor Pederzoli y Alberto Rendo; Ernesto Juárez, Adolfo Sangiovanni, Adalberto Marchesi y Emilio Melón.","Carlos Minoián; Walter Davoine, Pedro Galeano, Domingo Lejona y José Marinovich; Carlos Bayo y Héctor Antonio; Luis Ciacia, Alfredo Rojas, Francisco Bayo y Oscar Gómez Sánchez.",23 GOL Gómez Sánchez (GLP),45,90,0,0,Foto,Formación,Camiseta
21/10/1962,Ferreyra,visitante,derrota,1,2,Racing Club,22° fecha del Campeonato 1962,El Cilindro,Juan Regis Brozzi,"Juan Bertoldi; Carlos Arredondo, Víctor Palma, Juan Schneider y Miguel Vidal; Héctor Pederzoli y Alberto Rendo; Ernesto Juárez, Adalberto Marchesi, Néstor Canevari y Emilio Melón.","Oscar Salinas; Rubén Bertulessi, Norberto Anido, Federico Sacchi y Juan Mesías; Néstor Sanguinetti y Jorge Marchetta; Eduardo Curia, Raúl Noguera, Rubén Sosa y Raúl Belén.",57 GOL Sosa (RAC)</br>73 GOL Sosa (RAC)</br>82 GOL Marchesi (HUR),45,90,0,0,Foto,Formación,Camiseta
28/10/1962,Ferreyra,local,empate,1,1,Ferro C. Oeste,23° fecha del Campeonato 1962,El Palacio,Miguel Comesaña,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Miguel Vidal; Héctor Pederzoli y Alberto Rendo; Ernesto Juárez, Jesús Roldán, Adalberto Marchesi y Emilio Melón.","Roque Marapodi; Norberto Calviño, Alberto Mogaburu, Héctor Carrasco y Julio Etchevest; Sergio De Gioia y Wilfredo Camacho; Osvaldo Biaggio, Manuel López, Alberto Castro y Carlos García Carrasco.",56 GOL Melón (HUR)</br>70 GOL Biaggio (FCO),45,90,0,0,Foto,Formación,Camiseta
01/11/1962,Ferreyra,visitante,derrota,3,4,Argentinos Juniors,24° fecha del Campeonato 1962,Caballito,Robert Turner,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Juan Devoto; Raúl Madero y Adalberto Marchesi; Ernesto Juárez, Adolfo Sangiovanni, Jesús Roldán y Emilio Melón.","Manuel Ovejero (88 Juan Bertoni); José Diez, Juan Valentino, José Mesiano y Hugo D'Ambrosio; Ricardo Ramacciotti y Roberto Puppo; Martín Canseco, Juan Oleniak, Roberto Parodi y Juan Lallana.",7 GOL Juárez (HUR)</br>8 GOL Canseco (AJU) -penal-</br>14 GOL Roldán (HUR)</br>31 GOL Sangiovanni (HUR)</br>33 GOL Oleniak (AJU)</br>54 GOL Parodi (AJU)</br>56 EXP Devoto (HUR)</br>63 GOL Oleniak (AJU),45,90,0,0,Foto,Formación,Camiseta
04/11/1962,Ferreyra,local,victoria,2,1,River Plate,25° fecha del Campeonato 1962,El Palacio,Luis Pedro Spinetto,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Juan Devoto; Raúl Madero y Alberto Rendo; Ernesto Juárez, Jesús Roldán, Adalberto Marchesi y Emilio Melón.","Amadeo Carrizo; Juan Barberis, Mario Ditro, José Varacka y Marcelo Etchegaray; Vladislao Cap y Martín Pando; Juan Sarnari, Luis Artime, Ermindo Onega y Roberto.",17 GOL Marchesi (HUR)</br>50 GOL Juárez (HUR)</br>61 GOL Onega (RPL),45,90,0,0,Foto,Formación,Camiseta
11/11/1962,Ferreyra,local,victoria,4,1,Quilmes,26° fecha del Campeonato 1962,El Palacio,José Luis Praddaude,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Juan Devoto; Raúl Madero y Alberto Rendo; Ernesto Juárez, Jesús Roldán, Adalberto Marchesi y Emilio Melón.","Héctor Larroque; Norberto Desanzo, Carlos Rico, Osvaldo Nemiña y Roberto Marini; Roberto Aguirre y Nilton Dos Santos; Ricardo Scialino, Angel Del Moro, Antonio Villamor y Rodolfo Porporatto.",41 GOL Marchesi (HUR)</br>54 GOL Marchesi (HUR)</br>55 GOL Roldán (HUR)</br>77 GOL Del Moro (QUI)</br>82 LES Melón (HUR)</br>84 GOL Marchesi (HUR),45,90,0,0,Foto,Formación,Camiseta
25/11/1962,Ferreyra,visitante,derrota,0,3,Boca Juniors,27° fecha del Campeonato 1962,La Bombonera,Luis Ventre,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Juan Devoto; Raúl Madero y Alberto Rendo; Ernesto Juárez, Jesús Roldán, Adalberto Marchesi y Emilio Melón.","Antonio Roma; Carmelo Simeone, José Silvero, Orlando y Silvio Marzolini; Antonio Rattín y Norberto Menéndez; Héctor Pueblas, Paulo Valentím, Miguel Pezzi y Alberto González.",18 GOL Pezzi (BJU)</br>28 GOL Menéndez (BJU)</br>89 GOL Valentim (BJU),45,90,0,0,Foto,Formación,Camiseta
02/12/1962,Ferreyra,local,victoria,2,1,Estudiantes (La Plata),28° fecha del Campeonato 1962,El Palacio,Angel Coerezza,"Juan Bertoldi; Carlos Arredondo, Dante Álvarez, Juan Schneider y Juan Devoto; Raúl Madero y Alberto Rendo; Ernesto Juárez, Jesús Roldán, Adalberto Marchesi y Juan C Rodríguez.","Juan Oleynicky; Manuel Castillo, José Gutiérrez, José Albrecht y Rubén Cheves; Héctor Zapa y Juan Rulli; Héctor Yáñez, Federico Horster, Adolfo Bielli y Néstor Lauge.",,45,90,0,0,Foto,Formación,Camiseta
09/12/1962,Ferreyra,visitante,derrota,1,3,Chacarita Juniors,29° fecha del Campeonato 1962,San Martín,Roberto Goicoechea,"Juan Bertoldi (46 Juan C Santos); Carlos Arredondo, Dante Álvarez, Juan Schneider y Juan Carlos Devoto; Raúl Madero y Alberto Rendo; Ernesto Juárez, Jesús Roldán, Juan C Rodríguez y Luis Medina.","Julio Marchena (85 Héctor Cordero); Oscar Martín, José Vázquez, Juan Guzmán y David Iñigo; Carlos Ferro y Raúl Savoy; Osvaldo Tornesi, Eduardo Restivo, Mario Rodríguez y Roberto Brookes.",1 GOL Restivo (CHJ)</br>51 GOL Mario Rodríguez (CHJ)</br>68 GOL Mario Rodríguez (CHJ)</br>80 LES Martín (CHJ)</br>89 GOL Arredondo (HUR) -penal-,45,90,0,0,Foto,Formación,Camiseta
