Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Foto,Incidencias,Fin1T,Fin2T
15/10/2016,Caruso Lombardi,local,derrota,1,2,Temperley,6° fecha del Campeonato 16-17,Tomás A. Ducó,Silvio Trucco,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Federico Mancinelli y Emanuel Morales (64 Jerónimo Barrales); Mauro Bogado (57 Leandro J Díaz), Matías Fritzler, Daniel Montenegro (71 Patricio Toranzo) y Luca Sosa; Alejandro Romero Gamarra y Diego Mendoza.","Matías Ibáñez; Zárate, Bogino, Aguirre y Escobar, Lucas Mancinelli, Adrián Arregui, Sánchez (71 Di Lorenzo) y González, Cólzera (83 Viega) y Figueroa (69 Ríos).",foto,"Goles: 12 Figueroa, 17 F. Federico Mancinelli, 65 Zárate.",45,90
23/10/2016,Caruso Lombardi,visitante,derrota,0,1,Gimnasia y Esgrima (La Plata),7° fecha del Campeonato 16-17,El Bosque (La Plata),Andrés Merlos,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Federico Mancinelli y Sosa (71 Jerónimo Barrales); Carlos Araujo, Matías Fritzler, Daniel Montenegro y Julio Angulo (73 Mariano González); Ignacio Pussetto (57 Alejandro Romero Gamarra) y Diego Mendoza.","Arias; Oreja, Gorga, Coronel y Licht; Ramiro Carrera (80 Miloc), Perdomo, Imperiale (57 Lobos) y Nicolás Ibáñez; Niell y Vegetti (46 Romero).","Gol: 64p Licht.",45,90
29/10/2016,Caruso Lombardi,local,empate,1,1,Rosario Central,8° fecha del Campeonato 16-17,Tomás A. Ducó,Héctor Paletta,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Federico Mancinelli y Carlos Araujo; Mauro Bogado, Matías Fritzler, Daniel Montenegro (63 Javier Iritier) y Alejandro Romero Gamarra; Ignacio Pussetto (88 Julio Angulo) y Jerónimo Barrales (76 Diego Mendoza).","Sosa; Ferrari, Burgos, Torsiglieri y Aguirre; Camacho, Emmanuel Ojeda (76 Pereyra), Colman (86 Mansilla) y Bordagaray; Herrera y Gutiérrez.",foto,"Goles: 7 Ignacio Pussetto, 51 Colman.",45,90
01/11/2016,Caruso Lombardi,visitante,derrota,0,2,San Lorenzo de Almagro,9° fecha del Campeonato 16-17,Pedro Bidegain,Darío Herrera,"Marcos Díaz; Nicolás Romat (79 Lucio Compagnucci), Hugo Nervo, Federico Mancinelli y Carlos Araujo; Mauro Bogado, Matías Fritzler, Mariano González (57 Patricio Toranzo) y Alejandro Romero Gamarra; Ignacio Pussetto (53 Diego Mendoza) y Jerónimo Barrales.","Torrico; P Díaz, Ángeleri, Coloccini y Más; Mussis, Ortigoza (77 Costa), Belluschi y Blanco; Cauteruccio (83 Bergessio) y Blandi (67 Cerutti).",foto,27 GOL Cauteruccio (SLO)</br><b>1° Tiempo: San Lorenzo 1x0 Huracán</b></br>58 EXP Patricio Toranzo (HUR)</br>60 GOL Blanco (SLO),45,90
19/11/2016,Caruso Lombardi,local,empate,1,1,Racing Club,10° fecha del Campeonato 16-17,Tomás A. Ducó,Mauro Vigliano,"Marcos Díaz; Carlos Araujo, Risso, Federico Mancinelli y Sosa; Matías Fritzler, Javier Iritier (74 Daniel Montenegro), Mariano González (59 Julio Angulo) y Alejandro Romero Gamarra; Ignacio Pussetto y Jerónimo Barrales (74 Diego Mendoza).","Orión; Pillud, Pablo Álvarez, Víttor e Insúa; Romero (74 Mansilla), D González, Aued y Acuña; Martínez (86 Rosales) y López.",foto,38 GOL Martínez</br></br><b>1° Tiempo: Racing 1x0 Huracán</b></br>89 GOL Ignacio Pussetto,45,90
27/11/2016,Caruso Lombardi,visitante,derrota,0,1,River Plate,11° fecha del Campeonato 16-17,Monumental,Fernando Rapallini,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Federico Mancinelli y Carlos Araujo; Matías Fritzler, Javier Iritier (63 Julio Angulo), Alejandro Romero Gamarra (76 Diego Mendoza) y Sosa (68 Daniel Montenegro); Ignacio Pussetto y Jerónimo Barrales.","Batalla; Moreira, Montiel, Martínez Quarta y Mayada; Mora, Ponzio, Fernández (70 Iván Rossi) y Gonzalo Martínez (78 Andrade); Driussi (70 Larrondo) y Alario.","Gol: 63 Driussi.","Expulsión: 90 Federico Mancinelli.",45,90
03/12/2016,Caruso Lombardi,local,derrota,1,3,Colón (Santa Fe),12° fecha del Campeonato 16-17,Tomás A. Ducó,Héctor Paletta,"Marcos Díaz; Carlos Araujo, Risso, Hugo Nervo y Sosa; Matías Fritzler, Javier Iritier, Mariano González (46 Lucas Chacana) y Patricio Toranzo (46 Julio Angulo); Alejandro Romero Gamarra y David Depetris (69 Germán Lesman).","Broun; Ceballos, Conti, Ortiz (84 Bastía) y Torres (55 Olivera); Nicolás Silva, Oviedo, Ledesma y Poblete (62 Bernardi); Leguizamón y Blanco.",foto,24 GOL Torres (COL)</br>46 GOL David Depetris (HUR)</br>81 GOL Bernardi (COL)</br>90 GOL Leguizamón (COL),45,90
11/12/2016,Apuzzo,visitante,derrota,0,1,Banfield,13° fecha del Campeonato 16-17,Florencio Sola,Jorge Baliño,"Marcos Díaz (46 Matías Giordano); Carlos Araujo, Hugo Nervo, Federico Mancinelli y Sosa; Mauro Bogado, Matías Fritzler, Daniel Montenegro y Alejandro Romero Gamarra; Julio Angulo (82 Lucas Chacana) y David Depetris (46 Germán Lesman).","Navarro; Gonzalo Bettini, Carlos Matheu, J Rodríguez y Soto; Sperduti (79 T Rodríguez), Remedi, Cecchini y Erviti (90 Brian Sarmiento); Bertolo y Santiago Silva.","Gol: 39 Cecchini.","Expulsión: Matías Fritzler.",45,90
16/12/2016,Apuzzo,local,victoria,1,0,Talleres (Córdoba),14° fecha del Campeonato 16-17,Tomás A. Ducó,Gonzalo Beloso,"Matías Giordano; Carlos Araujo, Hugo Nervo, Federico Mancinelli y Sosa; Mauro Bogado, Javier Iritier, Daniel Montenegro (59 Diego Mendoza) y Patricio Toranzo (68 Mariano González); Alejandro Romero Gamarra y Germán Lesman (78 Lucas Chacana).","Herrera; Godoy, Komar, Carlos Quintana y Escobar; Guiñazú, Albano Gil, Reynoso (68 Giménez) y Palacios; Aldo Araujo (73 Ramis) y Muñoz (81 Klusener).",71 GOL Lucas Chacana (HUR),45,90
01/03/2017,Azconzábal,visitante,derrota,0,3,Dep. Anzoátegui (Venezuela),Eliminatoria de Copa Sudamericana 2017,Gral. Anzoátegui (Puerto de la Cruz),Éber Aquino (Paraguay),"Matías Giordano; Nicolás Romat, Hugo Nervo, Luca Sosa (46 Lucas Chacana) y Villalba; Mariano González (69 Alejandro Romero Gamarra), Lucio Compagnucci, Patricio Toranzo (80 Daniel Montenegro) y Julio Angulo; Norberto Briasco y David Depetris.","Velásquez; Mirabal, Ramírez, Gilbert Guerra y Rodríguez; Centeno Bracho, Medori (60 Aristeguieta), Martins (71 Muñoz) y Cumaná; Canelón (87 Rojas) y Larcamón.",foto,7 GOL Ortiz (ANZ)</br>12 GOL Martins (ANZ)</br>21 GOL Canelón (ANZ)</br>76 EXP Nicolás Romat (HUR)</br>89 EXP Lucio Compagnucci (HUR),45,90
11/03/2017,Azconzábal,visitante,victoria,1,0,San Martín (San Juan),15° fecha del Campeonato 16-17,Ing. Hilario Sánchez (San Juan),Néstor Pitana,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Federico Mancinelli y Villalba; Mauro Bogado (89 Daniel Montenegro), Matías Fritzler, Mariano González (69 Lucio Compagnucci) y Julio Angulo; Norberto Briasco y Diego Mendoza (80 Lucas Chacana).","Ardente; Capelli, Mattía, Matricardi y Arián Pucheta (60 Barceló); Gelabert, Fissore (69 Lugo), Lucas Villarruel y Sagarzazu; Montagna y Dening (69 Martínez).","Gol: 2 Norberto Briasco.",45,90
18/03/2017,Azconzábal,local,victoria,2,0,Defensa y Justicia,16° fecha del Campeonato 16-17,Tomás A. Ducó,Diego Abal,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Federico Mancinelli y Villalba; Mauro Bogado (88 Lucio Compagnucci), Matías Fritzler, Mariano González (73 Carlos Araujo) y Julio Angulo; Norberto Briasco y Diego Mendoza (83 Daniel Montenegro).","Arias; Hugo Silva (77 Elizari), Mariano Bareiro, Barboza y Delgado; Rivero, Castellani (60 Ríos), Miranda y Gutiérrez; Bouzat y Stefanelli (86 Kaprof).",foto,13 GOL Nicolás Romat (HUR)</br>19 GOL Mariano González (HUR),45,90
27/03/2017,Azconzábal,visitante,empate,1,1,Vélez Sarsfield,17° fecha del Campeonato 16-17,José Amalfitani,Hernán Mastrángelo,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Federico Mancinelli (81 Patricio Toranzo) y Villalba; Mauro Bogado, Matías Fritzler, Mariano González y Lucas Chacana (54 Norberto Briasco); Julio Angulo y Diego Mendoza (71 Alejandro Romero Gamarra).","Assmann; Caire, Cubero, Nasuti y Cufré; Zabala, Canteros (78 Delgadillo), G Díaz (89 M Romero) y Desábato; Martínez (81 Correa) y Pavone.",foto,29 GOL Zabala 85 GOL Mauro Bogado (penal),45,90
02/04/2017,Azconzábal,local,empate,0,0,Patronato (Paraná),18° fecha del Campeonato 16-17,Tomás A Ducó,Federico Beligoy,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Federico Mancinelli y Villalba; Mauro Bogado (83 Patricio Toranzo), Matías Fritzler, Mariano González (78 Daniel Montenegro) y Julio Angulo; Norberto Briasco y Diego Mendoza (68 Alejandro Romero Gamarra).","Bértoli; Geminiani (63 Masuero), Andrade, Vera y Márquez; Graciani, Bertochi (86 Comas), Damián Lemos y Arce (46 Guzmán), Telechea y Quiroga.",45,90
08/04/2017,Azconzábal,visitante,empate,1,1,Atl. Rafaela,19° fecha del Campeonato 16-17,Monumental (Rafaela),Ariel Penel,"Gonzalo Marinelli; Nicolás Romat, Hugo Nervo, Risso (84 Alejandro Romero Gamarra) y Villalba; Mauro Bogado, Lucio Compagnucci, Mariano González (73 Diego Mendoza) y Tomás Molina (86 Daniel Montenegro); Julio Angulo y Norberto Briasco.","Hoyos; Carniello, Paredes, Campi y Abero; Pittinari, E Romero, Luna (46 Albertengo) e Itabel (84 Montiel); Martino y Leandro N Díaz (72 Copetti).",<b>1° Tiempo: Rafaela 0x0 Huracán</b></br>50 GOL Leandro N Díaz (RAF)</br>90 GOL Nicolás Romat (HUR),45,90
14/04/2017,Azconzábal,local,derrota,1,2,Arsenal,20° fecha del Campeonato 16-17,Tomás A. Ducó,Fernando Rapallini,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Federico Mancinelli y Villalba; Mauro Bogado (46 Alejandro Romero Gamarra), Matías Fritzler, Mariano González (80 Daniel Montenegro) y Tomás Molina (67 Patricio Toranzo); Julio Angulo y Norberto Briasco.","Santillo; Marín, Bellocq, Corvalán y Milo, Leonardo Rolón (67 Fragapane), Pérez, Velázquez y Wilchez; Brunetta (74 Papa) y Rodríguez (80 Sánchez Sotelo).",foto,"Goles: 24 Brunetta, 75 Norberto Briasco, 87 Sánchez Sotelo.","Expulsión: 63 Nicolás Romat.",45,90
23/04/2017,Azconzábal,visitante,empate,1,1,Estudiantes (La Plata),21° fecha del Campeonato 16-17,Único (La Plata),Nicolás Lamolina,"Marcos Díaz; Carlos Araujo, Risso, Federico Mancinelli y Villalba; Lucio Compagnucci, Matías Fritzler, Mariano González (76 Mauro Bogado) y Alejandro Romero Gamarra (78 Lucas Cuevas); Julio Angulo y Norberto Briasco (89 Diego Mendoza).","Mariano Andújar; Aguirregaray, Schunke, Desábato y Dubarbier (84 Cejas); Florencio Solari (69 Perotti), Ascacíbar, Cascini y Ferney Otero; Toledo y Viatri (57 Rodríguez).",foto,51 GOL Aguirregaray (ELP)</br>52 GOL Mariano González (HUR),45,90
29/04/2017,Azconzábal,local,derrota,0,1,Newell's Old Boys (Rosario),22° fecha del Campeonato 16-17,Tomás A. Ducó,Héctor Paletta,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Federico Mancinelli y Villalba, Lucio Compagnucci (81 Daniel Montenegro), Matías Fritzler, Mariano González (73 Mauro Bogado) y Alejandro Romero Gamarra; Julio Angulo (63 Ignacio Pussetto) y Norberto Briasco.","Pocrnjic; José San Román, Sebastián Domínguez, Moiraghi y Paz; Juan I Sills (71 Figueroa), Quignón, Amoroso (46 Mansilla) y Mauro Formica; Rodríguez (87 Prediger) y Scocco.","Gol: 73 Scocco.",45,90
03/05/2017,Azconzábal,neutral,empate,2,2,Defensores Unidos (Zárate),32vo de Copa Argentina 2017,Padre Martearena (Salta),Diego Ceballos,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Risso y Villalba; Patricio Toranzo (77 Matías Fritzler), Lucio Compagnucci (77 Julio Angulo), Alejandro Romero Gamarra y Daniel Montenegro; Ignacio Pussetto (67 Norberto Briasco) y Diego Mendoza.","Figueroa; Carnelutto, Laumann, Peláez y Fernández; Ortigoza, Sica, Velázquez y Pentimalli (82 Priori); Gómez (72 Escobar) y Martínez.",foto,22 GOL Ortigoza 26 GOL Diego Mendoza 66 GOL Diego Mendoza 64 GOL Velázquez PEN Huracán 3x1,45,90
07/05/2017,Azconzábal,visitante,victoria,3,0,Aldosivi (Mar del Plata),23° fecha del Campeonato 16-17,Mundialista (Mar del Plata),Hernán Mastrángelo,"Marcos Díaz; Nicolás Romat (89 Ezequiel Garré), Hugo Nervo, Federico Mancinelli y Carlos Araujo; Lucio Compagnucci, Matías Fritzler, Mariano González (71 Mauro Bogado) y Daniel Montenegro (63 Julio Angulo); Norberto Briasco y Diego Mendoza.","Campodónico; Ismael Quílez (62 Llama), Alegre, Jonathan Galván y Canever; Yeri, Ledesma (82 Lugüercio), Brum y Miracco; Bandiera y Medina (68 Benedetti).",foto,45 GOL Mariano González (HUR)</br>66 GOL Diego Mendoza (HUR)</br>89 GOL Norberto Briasco (HUR),45,90
13/05/2017,Azconzábal,local,derrota,0,1,San Lorenzo de Almagro,24° fecha del Campeonato 16-17,Tomás A. Ducó,Fernando Rapallini,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Risso (61 Patricio Toranzo) y Villalba; Lucio Compagnucci (75 Julio Angulo), Matías Fritzler, Daniel Montenegro (57 Diego Mendoza) y Mariano González; Alejandro Romero Gamarra y Norberto Briasco.","Navarro; P. Díaz, Ángeleri, Caruzzo y Rojas; Cerutti (72 Ávila), Mercier, Mussis y Belluschi (89 Coloccini); Botta (83 Romagnoli) y Blandi.",foto,58 GOL Ángeleri (SLO),45,90
20/05/2017,Azconzábal,visitante,derrota,1,2,Independiente,25° fecha del Campeonato 16-17,Enrique Bochini,Fernando Echenique,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Risso y Villalba; Lucio Compagnucci, Matías Fritzler, Daniel Montenegro (67 Ignacio Pussetto) y Mariano González (70 Manuel Falón); Alejandro Romero Gamarra (87 Julio Angulo) y Norberto Briasco.","Campaña; Martínez (70 Meza), Franco, Tagliafico y Bustos; Nery Domínguez (46 Erviti), Rodríguez, Rigoni y Benítez (90 Albertengo); Barco y Gigliotti.",foto,"Goles: 26ec Gigliotti, 80p Barco, 90 Erviti.",45,90
27/05/2017,Azconzábal,local,empate,1,1,Boca Juniors,26° fecha del Campeonato 16-17,Tomás A. Ducó,Darío Herrera,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Fernando Cosciuc (80 Diego Mendoza) y Villalba; Lucio Compagnucci, Matías Fritzler, Mariano González (64 Julio Angulo) y Alejandro Romero Gamarra; Ignacio Pussetto (65 Daniel Montenegro) y Norberto Briasco.","Agustín Rossi; Peruzzi, Fernando Tobio, Magallán y Jonathan Silva; Pérez (70 Maroni), Wilmar Barrios, Gago y Jara (89 Zuqui); Pavón (89 Fabra) y Benedetto.",foto,"Goles: 75 Benedetto, 90p Alejandro Romero Gamarra.",45,90
31/05/2017,Azconzábal,local,victoria,4,0,Dep. Anzoátegui (Venezuela),Eliminatoria de Copa Sudamericana 2017,Tomás A. Ducó,Jorge Osorio (Chile),"Gonzalo Marinelli; Lucas Chacana, Carlos Araujo, Hugo Nervo y Villalba; Alejandro Romero Gamarra, Leandro Cuomo (88 Patricio Toranzo), Daniel Montenegro (69 Mariano González) y Julio Angulo (41 Ignacio Pussetto); Norberto Briasco y Diego Mendoza.","Velásquez; Colmenarez (86 Ugo), Ramírez, Gilbert Guerra y Rodríguez (90+4 Rojas); Centeno Bracho, Medori (46 Mirabal), Martins y Cumaná; Canelón y Ortiz.",foto,22 GOL Diego Mendoza (HUR)</br><b>1° Tiempo: Huracán 1x0 Anzoátegui</b></br>52 GOL Norberto Briasco (HUR)</br>55 GOL Leandro Cuomo (HUR)</br>90+2 GOL Alejandro Romero Gamarra (HUR),45,90+4
04/06/2017,Azconzábal,visitante,derrota,1,3,Olimpo (Bahía Blanca),27° fecha del Campeonato 16-17,Roberto Carminatti (Bahía Blanca),Néstor Pitana,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Carlos Araujo (55 Lucas Chacana) y Villalba; Ignacio Pussetto, Matías Fritzler, Mariano González (49 Daniel Montenegro) y Alejandro Romero Gamarra; Norberto Briasco y Diego Mendoza.","Gabbarini; Villanueva, Parnisari, Rodríguez y Pantaleone; Tellechea (89 Nicolás Álvarez), Lucas Villarruel, Pizzini (87 Blanco) y Caballuci; Troyansky (64 Pérez Guedes) y Fernando Coniglio.",foto,"Goles: 7 Ignacio Pussetto, 32 y 38 Fernando Coniglio, 41 Caballuci.","Expulsión: 83 Lucas Villarruel.",45,90
16/06/2017,Azconzábal,local,victoria,1,0,Unión (Santa Fe),28° fecha del Campeonato 16-17,Tomás A Ducó,Juan P. Pompei,"Marcos Díaz; Carlos Araujo, Hugo Nervo, Federico Mancinelli y Villalba; Ignacio Pussetto, Matías Fritzler, Alejandro Romero Gamarra y Mauro Bogado (59 Lucio Compagnucci); Norberto Briasco y Diego Mendoza (66 Daniel Montenegro (88 Mariano González)).","Castro; Blasi, Rodrigo Erramuspe, Sánchez (46 Pittón) y Zárate; Villar, Acevedo, Magallán (58 Anselmo) y Lucas Gamba; Vadalá (43 Cejas) y Soldano.","Gol: 29 Alejandro Romero Gamarra.",45,90
22/06/2017,Azconzábal,visitante,derrota,0,2,Lanús,29° fecha del Campeonato 16-17,Lanús,Patricio Loustau,"Marcos Díaz; Nicolás Romat, Hugo Nervo, Federico Mancinelli y Villalba; Lucio Compagnucci (88 Patricio Toranzo), Matías Fritzler, Mariano González (62 Julio Angulo) y Alejandro Romero Gamarra; Ignacio Pussetto y Diego Mendoza (62 Norberto Briasco).","Andrada; Carrasco (73 Aguirre), Herrera, Braghieri (74 García Guerreño) y Pasquini; Martínez, Marcone, Alejandro Silva y Moreno; Acosta y Sand (82 Denis).",foto,"Goles: 70p Sand, 90 Denis.","Expulsión: 85 Moreno.",45,90
26/06/2017,Azconzábal,local,empate,0,0,Belgrano (Córdoba),30° fecha del Campeonato 16-17,Tomás A. Ducó,Darío Herrera,"Marcos Díaz; Carlos Araujo, Hugo Nervo, Federico Mancinelli y Villalba; Mauro Bogado (48 Patricio Toranzo), Matías Fritzler, Mariano González (74 Julio Angulo) y Alejandro Romero Gamarra; Ignacio Pussetto y Norberto Briasco.","Acosta; Guidara, Espíndola López, Romero y Quiroga; Farré (81 Velázquez), Lértora, Márquez y Aquino (62 Barbero); Barbieri y Suárez.","Expulsión: 90 Lértora.",45,90
11/07/2017,Apuzzo,local,derrota,1,5,Libertad (Paraguay),16vo de Copa Sudamericana 2017,Tomás A. Ducó,Wagner Magalhaes (Brasil),"Manuel García; Carlos Araujo, Juan P Vivas, Hugo Nervo y Villalba; Mariano González, Lucio Compagnucci, Mauro Bogado (46 Leandro Cuomo) y Alejandro Romero Gamarra; Ignacio Pussetto y Norberto Briasco (75 Diego Mendoza).","Muñoz; Benítez, L Cardozo, Paulo Da Silva y Salustiano Candia; Mariano Bareiro, Aquino (79 Ramírez), A Cardozo y Medina (68 Santacruz); Salcedo y O Cardozo (72 Recalde).",foto,3 GOL O Cardozo (LIB)</br>28 GOL O Cardozo (LIB)</br>57 GOL Salcedo (LIB)</br>63 GOL Mariano Bareiro (LIB)</br>73 EXP Alejandro Romero Gamarra (HUR)</br>84 GOL Salcedo (LIB)</br>88 GOL Mariano González (HUR),45,90
01/08/2017,Alfaro,visitante,derrota,0,2,Libertad (Paraguay),16vo de Copa Sudamericana 2017,Libertad (Asunción),Michael Espinoza (Perú),"Manuel García; Christian Chimino, Fernando Cosciuc, Hugo Nervo y Villalba; Ignacio Pussetto, Mariano González (48 Julio Angulo), Lucio Compagnucci y Mauro Bogado; Diego Mendoza (58 Fernando Coniglio) y David Depetris (70 Norberto Briasco).","Servín; Benítez, Alcaraz, Román y Salustiano Candia; Ramírez, Aquino (73 Orué), Recalde y Medina; Salcedo (62 Mariano Bareiro) y Santacruz (28 A. Cardozo).",foto,"Goles: 48 Recalde, 58 Salcedo.",45,90
26/08/2017,Alfaro,visitante,derrota,1,3,Independiente,1° fecha de Campeonato SAF 17-18,Enrique Bochini,Patricio Loustau,"Marcos Díaz; Christian Chimino, Saúl Salcedo, Hugo Nervo y Villalba; Ignacio Pussetto, Lucio Compagnucci (70 Carlos Araujo), Adrián Calello y Alejandro Romero Gamarra; Ramón Ábila y Fernando Coniglio.","Campaña; Bustos, Franco, Tagliaffico, Sánchez Miño; Domingo, Meza (72 Rodríguez), Erviti (68 Gutiérrez) y Barco; Benítez y Fernández (87 Albertengo).",foto,17 GOL Ramón Ábila (HUR)</br>20 GOL Benítez (IND)</br>59 GOL Fernández (IND)</br>77 GOL Benítez (IND),45,90
01/09/2017,Alfaro,neutral,victoria,1,0,Colón (Santa Fe),16vo de Copa Argentina 2017,Diego Armando Maradona,Andrés Merlos,"Marcos Díaz; Christian Chimino (71 Matías Juárez), Saúl Salcedo, Hugo Nervo y Villalba; Mauro Bogado (71 Carlos Araujo), Adrián Calello, Alejandro Romero Gamarra y Ignacio Pussetto; Fernando Coniglio (84 Diego Mendoza) y Ramón Ábila.","Marinelli; Ceballos, Ortiz, Conti y Rodríguez; Guanca, Matías Fritzler, Ledesma (85 Heredia) y Estigarribia (66 Morales); Sandoval (60 Vera) y Leguizamón.",foto,75 GOL Ramón Ábila (HUR),45,90
11/08/2017,Alfaro,local,victoria,1,0,Newell's Old Boys (Rosario),2° fecha de Campeonato SAF 17-18,Tomás A. Ducó,Mauro Vigliano,"Marcos Díaz; Christian Chimino, Saúl Salcedo, Hugo Nervo y Villalba; Ignacio Pussetto (73 Nazareno Solís), Mauro Bogado (30 Patricio Toranzo), Adrián Calello y Alejandro Romero Gamarra (86 Nicolás Silva); Fernando Coniglio y Ramón Ábila.","Pocrnjic; José San Román, Bianchi, Paz y Valenzuela; Torres, Leyes, Elías (78 Rivero) y Fértoli (69 Tévez); Brian Sarmiento (48 Opazo) y Leal.",foto,"Goles: 46 Ignacio Pussetto.",45,90
18/09/2017,Alfaro,visitante,victoria,3,1,Gimnasia y Esgrima (La Plata),3° fecha de Campeonato SAF 17-18,El Bosque (La Plata),Silvio Trucco,"Marcos Díaz; Christian Chimino, Saúl Salcedo, Hugo Nervo y Villalba; Ignacio Pussetto, Adrián Calello, Patricio Toranzo (68 Lucio Compagnucci) y Nazareno Solís (76 Alejandro Romero Gamarra); Fernando Coniglio (50 Diego Mendoza) y Ramón Ábila.","Arias; Bonifacio (86 Mazzola), Guanini, Omar Alderete y Licht; Lorenzo Faravelli, Rinaudo, Alemán y Colazo (63 Ramírez); Dibble (73 Niell) y Nicolás Ibáñez.",foto,29 GOL Ramón Ábila (HUR)</br>57 GOL Ignacio Pussetto (HUR)</br>62 GOL Colazo (GYE)</br>90+2 GOL Ignacio Pussetto (HUR),45,90+2
23/09/2017,Alfaro,local,empate,0,0,Unión (Santa Fe),4° fecha de Campeonato SAF 17-18,Tomás A. Ducó,Facundo Tello,"Marcos Díaz; Christian Chimino, Saúl Salcedo, Hugo Nervo y Villalba; Ignacio Pussetto, Adrián Calello, Patricio Toranzo y Alejandro Romero Gamarra (64 Alejandro Romero Gamarra); Fernando Coniglio y Ramón Ábila.","Fernández; Brítez, Gómez Andrade, Bottinelli y B Pittón; Zabala (70 Fragapane), Acevedo, Aquino (34 Martínez) y M Pittón; Soldano y Lucas Gamba.",45,90
29/09/2017,Alfaro,visitante,empate,0,0,Defensa y Justicia,5° fecha de Campeonato SAF 17-18,Norberto 'Tito' Tomaghello,Hernán Mastrángelo,"Marcos Díaz; Christian Chimino, Hugo Nervo, Saúl Salcedo y Villalba; Adrián Calello, Ignacio Pussetto, Nazareno Solís (75 Diego Mendoza) y Patricio Toranzo (61 Alejandro Romero Gamarra); Ramón Ábila y Fernando Coniglio (61 Mauro Bogado).","Arias; Alvarado, Delgado, Luis Jerez Silva y Rivero; Bordagaray (80 Franco Cristaldo), Castellani (69 Fernández), Cubas y Miranda; Rius y Márquez (85 Fredes).",45,90
06/10/2017,Alfaro,neutral,empate,0,0,Vélez Sarsfield,8vo de Copa Argentina 2017,Diego Armando Maradona,Patricio Loustau,"Marcos Díaz; Christian Chimino, Saúl Salcedo, Hugo Nervo y Villalba; Patricio Toranzo, Adrián Calello, Mariano González (68 Fernando Coniglio) y Nazareno Solís (56 Alejandro Romero Gamarra); Ignacio Pussetto y Ramón Ábila.","Rigamonti; G Díaz, Amor, Grillo y Cufré; Alvarenga, Nicolás Domínguez, Cáseres y Vargas; Andrada (80 Correa) y M. Romero (66 Amarilla).",PEN Huracán 1x3 Vélez,45,90
16/10/2017,Alfaro,visitante,victoria,2,0,Olimpo (Bahía Blanca),6° fecha de Campeonato SAF 17-18,Roberto Carminatti (Bahía Blanca),Fernando Espinoza,"Marcos Díaz; Christian Chimino, Saúl Salcedo, Hugo Nervo y Villalba; Ignacio Pussetto, Adrián Calello, Patricio Toranzo (75 Mauro Bogado) y Mariano González (63 Alejandro Romero Gamarra); Fernando Coniglio (81 Diego Mendoza) y Ramón Ábila.","Gabbarini; Villanueva, Nasuti, Cahais y Pantaleone; Federico Mancinelli (67 Costa), Tellechea, Lucas Villarruel (46 Vila) y Blanco; David Depetris (59 Lentini) y Fornari.",foto,32 GOL Fernando Coniglio (HUR)</br>78 GOL Mauro Bogado (HUR),45,90
28/10/2017,Alfaro,local,victoria,4,0,Lanús,7° fecha de Campeonato SAF 17-18,Tomás A Ducó,Jorge Baliño,"Marcos Díaz; Christian Chimino, Saúl Salcedo, Hugo Nervo y Villalba; Ignacio Pussetto, Mauro Bogado (70 Lucio Compagnucci), Adrián Calello y Alejandro Romero Gamarra (66 Mariano González); Fernando Coniglio (80 Daniel Montenegro) y Ramón Ábila.","Monetti; Di Plácido, Herrera (34 Carrasco), Canuto y Zubriggen; Sánchez, Barrientos, Aguirre (67 Castillón) y Vera; Moreno y Denis.",foto,11 GOL Ramón Ábila (HUR)</br>48 GOL Ramón Ábila (HUR)</br>33 GOL Alejandro Romero Gamarra (HUR)</br>80 GOL Mariano González (HUR),45,90
03/11/2017,Alfaro,visitante,derrota,1,2,Godoy Cruz (Mendoza),8° fecha de Campeonato SAF 17-18,Malvinas Argentinas (Mendoza),Diego Abal,"Marcos Díaz; Christian Chimino, Saúl Salcedo, Hugo Nervo y Villalba; Adrián Calello, Mauro Bogado (81 Daniel Montenegro), Patricio Toranzo (72 Fernando Coniglio) y Alejandro Romero Gamarra (86 Nicolás Silva); Ignacio Pussetto y Ramón Ábila.","Burián; Báez, Viera, Galeano (5 Cardona) y Angileri; Giménez, Fabián Henríquez (63 Ramis), Fernández y A González; Rodríguez (77 Abecasis) y García.",foto,42 GOL A González (GCR)</br>48 GOL Ignacio Pussetto (HUR)</br>73 GOL Juan M García (HUR)</br>90+1 EXP Villalba (HUR),45,90+1
