Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Foto,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
26/10/1947,Monti,visitante,derrota,1,3,Racing Club,27° fecha del Campeonato 1947,La Bombonera,Humberto Dottori,"Bruno Barrionuevo; Alberto Pascal y Orlando Espeche; Julio Ramírez, Juan C Giménez y Enrique Cerioni; Juan C Salvini, Norberto Méndez, Pedro Gallina, Llamil Simes y Heraldo Ferreyro.","Favalli; Héctor Uzal y Juan M Filgueiras; Fonda, Ongaro y Gutiérrez; Octavio Caserio, Gallo, Di Pace, Waldino Aguirre y Sued.",foto,60 GOL Ongaro (RAC)</br>67 GOL Sued (RAC)</br>75 GOL Llamil Simes (HUR)</br>85 GOL Waldino Aguirre (RAC),45,90,0,0
02/11/1947,Monti,local,derrota,0,5,Estudiantes (La Plata),28° fecha del Campeonato 1947,El Palacio,Valentín Rey,"Bruno Barrionuevo; Alberto Pascal y Orlando Espeche; Julio Ramírez, Juan C Giménez y Enrique Cerioni; Juan C Salvini, Norberto Méndez, Llamil Simes, José Vigo y Heraldo Ferreyro.","Ogando; Guzmán y Violini; Rodríguez, Villa y Garcerón; Gagliardo, Negri, Infante, Arbios y Ferreyra.",foto,2 GOL Ricardo Infante (ELP)</br>12 GOL Ricardo Infante (ELP)</br>18 GOL Ferreyra (ELP)</br>44 GOL Enrique Cerioni (ELP) -en contra-</br>59 GOL Ricardo Infante (ELP),45,90,0,0
09/11/1947,Monti,local,derrota,4,5,Independiente,29° fecha del Campeonato 1947,El Palacio,Jiménez,"Edgardo Quiroga; Alberto Pascal y Ernesto Varaldo; Néstor Naya, Julio Ramírez y Enrique Cerioni; Juan C Salvini, Norberto Méndez, Pedro Gallina, Llamil Simes y Heraldo Ferreyro.","Simonetti; Barraza y Arrigó; Sastre, Gil y Battagliero; Cervino, De la Mata, Fernández, Walter y Reula.",foto,4 GOL Walter (IND)</br>37 GOL Cervino (IND)</br>41 GOL Walter (IND)</br>44 GOL Cervino (IND)</br>53 GOL Enrique Cerioni (HUR)</br>78 GOL Pedro Gallina (HUR)</br>83 GOL Enrique Cerioni (HUR)</br>88 GOL Juan C Salvini (HUR)</br>89 GOL Reula (IND),45,90,0,0
16/11/1947,Monti,visitante,derrota,1,3,Tigre,30° fecha del Campeonato 1947,Victoria,Eduardo Forte,"Paulo Rodríguez; Alberto Pascal y Ernesto Varaldo; Néstor Naya, Juan C Giménez y Julio Ramírez; Juan C Salvini, Norberto Méndez, Bernardo Parachú, Llamil Simes y Heraldo Ferreyro.","Villafañe; Passarín y García Pérez; Rubio, Arcos y Rico; Fiore, Giorgetti, Gómez, Ingunza y Cardona.",foto,27 LES Paulo Rodríguez -Juan C Salvini va al arco-62 GOL Ingunza (TIG)</br>73 GOL Ingunza (TIG)</br>70 GOL Gómez (TIG)</br>88 GOL Bernardo Parachú (HUR),45,90,0,0
04/04/1948,Baldonedo,neutral,victoria,2,0,Banfield,1° ronda de Copa Competencia 1948,Gasómetro,Cox,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Waldino Aguirre, Adolfo Pedernera, Alejandrino Genés y Juan B Villalba.","Jaime; Laidlaw y Ángel Pezzutti; Guzmán, Quiroga y Tolosa; Di Pace, Gallo, Albella, Walter y Silvera.",foto,39 GOL Adolfo Pedernera (HUR)</br><b>1° Tiempo: Huracán 1x0 Banfield</b></br>76 GOL Waldino Aguirre (HUR),45,90,0,0
18/04/1948,Baldonedo,visitante,victoria,1,0,San Lorenzo de Almagro,1° fecha del Campeonato 1948,Gasómetro,Hartles,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, José Vigo, Adolfo Pedernera, Waldino Aguirre y Juan B Villalba.","Blazina; Terra y Basso; Benegas, Perucca y Piñeiro; Reggi, Farro, Pontoni, Martino y Silva.",foto,51 GOL Waldino Aguirre (HUR),45,90,0,0
25/04/1948,Baldonedo,local,empate,1,1,Boca Juniors,2° fecha del Campeonato 1948,El Palacio,Gibbs,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, José Vigo, Adolfo Pedernera, Waldino Aguirre y Juan B Villalba.","Diano; Marante y Dezorzi; Sosa, Castellani y Pescia; Boyé, Negri, Gómez Sánchez, Ricagni y Pin.",foto,19 GOL Waldino Aguirre (HUR)</br>44 GOL Gómez Sánchez (BJU),45,90,0,0
02/05/1948,Baldonedo,visitante,victoria,1,0,Estudiantes (La Plata),3° fecha del Campeonato 1948,Uno (La Plata),Cox,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Patiño, Adolfo Pedernera, José Vigo y Juan B Villalba.","Ogando; Guzmán y Pirone; Garcerón, Villa y Bouché; Martegani, Reynoso, Ricardo Infante, Arbios y Manuel Pelegrina.",foto,53 GOL Octavio Caserio (HUR),45,90,0,0
09/05/1948,Baldonedo,local,victoria,4,0,Tigre,4° fecha del Campeonato 1948,El Palacio,Dean,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Patiño, Adolfo Pedernera, Waldino Aguirre y Juan B Villalba.","Villafañe; Passarín y García Pérez; Rico, Arcos y Poletti; Montes, Giorgetti, Gómez, González y Cardona.",foto,8 GOL Francisco Solano Patiño (HUR)</br>37 GOL Adolfo Pedernera (HUR)</br>63 GOL Adolfo Pedernera (HUR)</br>77 GOL Juan B Villalba (HUR),45,90,0,0
16/05/1948,Baldonedo,visitante,derrota,0,2,Vélez Sarsfield,5° fecha del Campeonato 1948,San Martín,Brown,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Francisco Solano Patiño, Adolfo Pedernera, Waldino Aguirre y Juan B Villalba.","Rugilo; Huss y Allegri; Scrugli, Coccellato y Ovide; Heisecke, Scliar, Espinoza, Bermúdez y Barbeito.",foto,30 GOL Espinoza (VSA)</br>48 GOL Bermúdez (VSA),45,90,0,0
23/05/1948,Baldonedo,local,victoria,2,0,River Plate,6° fecha del Campeonato 1948,El Palacio,Cox,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Francisco Solano Patiño, Adolfo Pedernera, Waldino Aguirre y Juan B Villalba.","Amadeo Carrizo; Vaghi y Rodríguez; Yácono, Rossi y Ramos; Reyes, José Moreno, Alfredo Di Stéfano, Ángel Labruna y Félix Loustau.",foto,15 GOL Octavio Caserio (HUR)</br>17 GOL Ubiré Durán (HUR),45,90,0,0
30/05/1948,Baldonedo,visitante,derrota,0,1,Lanús,7° fecha del Campeonato 1948,Lanús,Provan,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Francisco Solano Patiño, Adolfo Pedernera, Waldino Aguirre y Juan B Villalba.","Gioffré; Calvente y Vázquez; Barchielli, Corvetto y Díaz; Tablada, López, Lijé, González y De la Mata.",foto,25 GOL Lijé (LAN),45,90,0,0
06/06/1948,Baldonedo,local,victoria,3,1,Racing Club,8° fecha del Campeonato 1948,El Palacio,Hartles,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Patiño, Adolfo Pedernera, Waldino Aguirre y Juan B Villalba.","Rodríguez; García y Filippo; Fonda, Ongaro y Gutiérrez; Juan C Salvini, Norberto Méndez, Bravo, Llamil Simes y Sued.",foto,30 Waldino Aguirre (HUR)</br>39 Enrique Cerioni (HUR) -penal-</br>73 Juan B Villalba (HUR)</br>81 Norberto Méndez (RAC),45,90,0,0
13/06/1948,Baldonedo,visitante,empate,0,0,Newell's Old Boys (Rosario),9° fecha del Campeonato 1948,Parque Independencia (Rosario),Brown,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Francisco Solano Patiño, Adolfo Pedernera, Waldino Aguirre y Juan B Villalba.","Musimessi; Colman y Sobrero; Lombardo, Juan B Romo y Arnaldo; Contini, Benavídez, Alarcón, Buján y R Durán.",foto,66 LES Juan B Romo (NOB),45,90,0,0
20/06/1948,Baldonedo,visitante,derrota,1,3,Gimnasia y Esgrima (La Plata),10° fecha del Campeonato 1948,El Bosque (La Plata),Provan,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Francisco Solano Patiño, Adolfo Pedernera, Waldino Aguirre y Juan B Villalba.","Manceda; Eiras y Chiarini; Bustos, Rastelli y Calzoni; Camacho, Santiago, Martínez, Walter y Heredia.",foto,2 Francisco Solano Patiño (HUR)</br>22 Walter (GLP)</br>49 Heredia (GLP)</br>89 Walter (GLP),45,90,0,0
27/06/1948,Baldonedo,local,victoria,3,2,Chacarita Juniors,11° fecha del Campeonato 1948,El Palacio,Gregory,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Francisco Solano Patiño, Adolfo Pedernera, José Vigo y Heraldo Ferreyro.","Goncebatt; Spinelli y Pizarro; Scriminacci, Dutruel y Araiz; Pesarini, Coll, Martegani, Campana y Busico.",foto,43 GOL Busico (CHJ)</br>46 GOL José Vigo (HUR)</br>54 GOL Martegani (CHJ)</br>64 GOL Heraldo Ferreyro (HUR)</br>87 GOL Francisco Solano Patiño (HUR),45,90,0,0
18/07/1948,Baldonedo,visitante,derrota,0,7,Rosario Central,12° fecha del Campeonato 1948,Arroyito (Rosario),Dean,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Francisco Solano Patiño, Adolfo Pedernera, José Vigo y Heraldo Ferreyro.","Quatrocchi; Armándola y Soria; Sosa, Castagno y Fogel; Pérez, Santos, Mur, Bravo y Vilariño.",foto,8 GOL Vilariño (RCE)</br>14 GOL Santos (RCE)</br>30 GOL Bravo (RCE)</br>39 GOL Bravo (RCE)</br>43 GOL Mur (RCE)</br>52 GOL Vilariño (RCE)</br>87 GOL Santos (RCE),45,90,0,0
25/07/1948,Baldonedo,local,empate,0,0,Independiente,13° fecha del Campeonato 1948,El Palacio,Brown,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Adolfo Pedernera, Antonio Zamaro, Waldino Aguirre y Heraldo Ferreyro.","Simonetti; Crucci y Arrigó; Rivas, Bissutti y Gil; Cervino, Vicente De la Mata, Romay, Fernández y Mourín.",foto,1° Tiempo: Huracán 0x0 Independiente,45,90,0,0
01/08/1948,Baldonedo,visitante,victoria,4,1,Platense,14° fecha del Campeonato 1948,Saavedra,Dean,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Francisco Solano Patiño, Antonio Zamaro, Waldino Aguirre y Heraldo Ferreyro.","Cozzi; Piano e Iglesias; Bufatelli, Vukusich y Sandoval; Vernazza, Rodríguez, Deleva, Báez y Sayago.",foto,32 GOL Deleva (PLA)</br>35 GOL Waldino Aguirre (HUR)</br>60 GOL Antonio Zamaro (HUR)</br>79 GOL Waldino Aguirre (HUR)</br>81 GOL Heraldo Ferreyro (HUR),45,90,0,0
08/08/1948,Baldonedo,local,empate,1,1,Banfield,15° fecha del Campeonato 1948,El Palacio,White,"Héctor Ricardo; Aniceto López y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Francisco Solano Patiño, Antonio Zamaro, Waldino Aguirre y Heraldo Ferreyro.","Jaime; Yebra y Pezzutti; Guzmán, Gobbo y Tolosa; Moreno, Di Pace, Albella, Walter y Panasci.",foto,67 GOL Octavio Caserio (HUR)</br>74 GOL Yebra -penal- (BAN),45,90,0,0
15/08/1948,Baldonedo,local,derota,1,2,San Lorenzo de Almagro,16° fecha del Campeonato 1948,El Palacio,Provan,"Héctor Ricardo; Aniceto López y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Francisco Solano Patiño, Antonio Zamaro, Waldino Aguirre y Heraldo Ferreyro.","Sánchez; Ángel Zubieta y Oscar Basso; Resquín, Perucca y Benegas; Reggi, Farro, Aballay, Rinaldo Martino y Silva.",foto,86 GOL Reggi (SLA)</br>88 GOL Farro (SLA)</br>89 GOL Waldino Aguirre (HUR),45,90,0,0
17/08/1948,Baldonedo,neutral,derrota,1,3,San Lorenzo de Almagro,Amistoso 1948 (Fundación Eva Perón),La Bombonera,Jaoo,"Héctor Ricardo (46 Díaz); Enrique Cerioni y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Bernasconi; Octavio Caserio (46 Joaquín Fernández), José Vigo, Antonio Zamaro (Marino), José Montagnoli (Alejandrino Genés) y José Lanza (Juan B Villalba).","Blazina; Ángel Zubieta y Oscar Basso (46 González); Resquín, Perucca (46 Grecco) y Benegas (46 Berterano); Reggi, Farro, Aballay (46 Gambina), Rinaldo Martino (46 Rial) y Silva (46 Imbelloni).",foto,7 GOL Aballay (SLA)</br>11 GOL Farro (SLA)</br>14 GOL Antonio Zamaro (HUR)</br>69 GOL Gambina (SLA),45,90,0,0
22/08/1948,Baldonedo,visitante,empate,1,1,Boca Juniors,17° fecha del Campeonato 1948,La Bombonera,Brown,"Héctor Ricardo; Aniceto López y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Joaquín Fernández, José Vigo, Antonio Zamaro, Octavio Caserio y José Lanza.","Claudio Vacca; Marante y Dezorzi; Sosa, Bratina y Pescia; Mario Boyé, Jaime Sarlanga, Heleno de Freitas, Gómez Sánchez y Eduardo Ricagni.",foto,13 GOL Gómez Sánchez (BJU)</br>36 GOL Fernández (HUR),45,90,0,0
29/08/1948,Baldonedo,local,derrota,0,3,Estudiantes (La Plata),18° fecha del Campeonato 1948,El Palacio,Gibbs,"Héctor Ricardo; Aniceto López y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Oscar Corso; Joaquín Fernández, José Vigo, Adolfo Pedernera, Octavio Caserio y José Lanza.","Ogando; Guzmán y Violini; Garcerón, Villa y Bouché; Vidal, Barreiro, Ricardo Infante, Reynoso y Manuel Pelegrina.",foto,69 GOL Reynoso (ELP)</br>74 GOL Ricardo Infante (ELP)</br>86 GOL Reynoso (ELP),45,90,0,0
05/09/1948,Baldonedo,visitante,empate,2,2,Tigre,19° fecha del Campeonato 1948,Victoria,Cox,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Oscar Corso, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Francisco Solano Patiño, Antonio Zamaro, José Vigo y Heraldo Ferreyro.","Botto; Passarín y García Pérez; Rico, Arcos y Poletti; Montes, González, Gómez, Cesáreo y Cardona.",foto,41 GOL González (TIG)</br>64 GOL José Vigo (HUR)</br>72 GOL Antonio Zamaro (HUR)</br>83 GOL Gómez (TIG),45,90,0,0
12/09/1948,Baldonedo,local,empate,2,2,Vélez Sarsfield,20° fecha del Campeonato 1948,El Palacio,Dean,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Oscar Corso, Ubiré Durán y Enrique Cerioni; Octavio Caserio, Francisco Solano Patiño, Antonio Zamaro, José Vigo y Heraldo Ferreyro.","Rugilo; Huss y Allegri; J. Heraldo Ferreyro, Santos y Ovide; Heisecke, Scliar, Ferraro, Bermúdez y Fernández.",foto,37 GOL José Vigo (HUR)</br>55 GOL Ferraro (VSA)</br>57 GOL José Vigo (HUR)</br>79 GOL Ferraro (VSA),45,90,0,0
19/09/1948,Baldonedo,visitante,derrota,3,4,River Plate,21° fecha del Campeonato 1948,Monumental,Jaoo,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, José Vigo, Adolfo Pedernera, Waldino Aguirre y Juan B Villalba.","Antonio Carrizo; Vaghi y Kelly; Yácono, Néstor Rossi y Ramos; Muñoz, José Moreno, Di Stéfano, Ángel Labruna y Félix Loustau.",foto,17 GOL Alfredo Di Stéfano (RPL)</br>62 GOL Félix Loustau (RPL)</br>69 GOL Héctor Uzal (RPL) -en contra-</br>72 GOL Octavio Caserio (HUR)</br>75 GOL Félix Loustau (RPL)</br>80 GOL Octavio Caserio (HUR)</br>88 GOL Octavio Caserio (HUR),45,90,0,0
26/09/1948,Baldonedo,local,victoria,3,1,Lanús,22° fecha del Campeonato 1948,El Palacio,Hartles,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, José Vigo, Adolfo Pedernera, Waldino Aguirre y Juan B Villalba.","Gioffré; Calvente y Vázquez; Díaz, Corvetto y M Rodríguez; Oscar Contreras, R Rodríguez, Pérez, Pedaci y De la Mata.",foto,22 GOL Waldino Aguirre (HUR)</br>43 GOL Pérez (LAN)</br>68 GOL Octavio Caserio (HUR)</br>71 GOL Juan B Villalba (HUR),45,90,0,0
18/10/1948,Baldonedo,visitante,derrota,1,4,Racing Club,23° fecha del Campeonato 1948,Gasómetro,Gibbs,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, José Vigo, Adolfo Pedernera, Waldino Aguirre y Juan B Villalba.","Rodríguez; García y Palma; Fonda, Ongaro y Gutiérrez; Juan C Salvini, Norberto Méndez, Bravo, Llamil Simes y Sued.",foto,18 GOL Enrique Cerioni (RAC) -en contra-</br>20 GOL García (RAC)</br>35 GOL Llamil Simes (RAC)</br>50 GOL Waldino Aguirre (HUR)</br>86 GOL Llamil Simes (RAC),45,90,0,0
24/10/1948,Baldonedo,local,derrota,0,1,Newell's Old Boys (Rosario),24° fecha del Campeonato 1948,El Palacio,Cox,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, José Montagnoli, Antonio Zamaro, José Vigo y Juan B Villalba.","Musimessi; Colman y Sobrero; Lombardo, Faina y Puissegur; Contini, Costa, Mardiza, Benavídez y Moyano.",foto,24 GOL Contini (NOB),45,90,0,0
31/10/1948,Baldonedo,local,victoria,2,1,Gimnasia y Esgrima (La Plata),25° fecha del Campeonato 1948,El Palacio,Brown,"Héctor Ricardo; Héctor Uzal y Juan M Filgueiras; Julio Ramírez, Ubiré Durán y Enrique Cerioni; Octavio Caserio, José Vigo, Antonio Zamaro, Alejandrino Genés y Juan B Villalba.","Poggi; Eiras y Chiarini; Calzoni, Rastelli y Bustos; Camacho, Alarcón, Martínez, Walter y Marracino.",foto,25 GOL José Vigo (HUR)</br>30 GOL José Vigo (HUR)</br>28 GOL Martínez (GLP),45,90,0,0
14/11/1948,Baldonedo,visitante,victoria,4,0,Chacarita Juniors,26° fecha del Campeonato 1948,San Martín,Gregory,"Enrique Ferro; Juan A Romeral y Modesto Salina; Rodolfo L De Santis, Carlos Vadell y Samuel Resnik; Oscar Del Castillo, Omar Muraco, José Acosta, Cesáreo Corton y José Lanza.","Torres; Moreno y Deambrosio; Barros, Menéndez y Stomas; Medina, César, Morello, Sanso y De Lorenzo.",foto,23 GOL Omar Muraco (HUR)</br>47 GOL Cesáreo Corton (HUR)</br>80 GOL Oscar Del Castillo (HUR)</br>89 GOL Omar Muraco (HUR),45,90,0,0
21/11/1948,Baldonedo,local,victoria,2,0,Rosario Central,27° fecha del Campeonato 1948,El Palacio,Calder,"Enrique Ferro; Juan A Romeral y Modesto Salina; Rodolfo L De Santis, Carlos Vadell y Samuel Resnik; Oscar Del Castillo, Omar Muraco, José Acosta, Cesáreo Corton y José Lanza.","Tissera; Lorenzo y Cuello; Gentile, Inveninato y Raneri; Hidalgo, Gauna, La Spina, L'Epíscopo y Cazaubón.",foto,82 GOL Cesáreo Cortón (HUR)</br>87 GOL Oscar Del Castillo (HUR),45,90,0,0
28/11/1948,Baldonedo,visitante,derrota,1,2,Independiente,28° fecha del Campeonato 1948,Doble Visera,Gibbs,"Enrique Ferro; Juan A Romeral y Modesto Salina; Rodolfo L De Santis, Carlos Vadell y Samuel Resnik; Oscar Del Castillo, Omar Muraco, José Acosta, Cesáreo Cortón y José Lanza.","López; Veiga y Riera; Arias, Gil y Lago; Berdía, Paramidani, Bianco, Lorenzo y Timmler.",foto,1 GOL Berdía (IND) -penal-</br>23 GOL Rodolfo L De Santis (HUR) -penal-</br>28 GOL Bianco (IND),45,90,0,0
08/12/1948,Baldonedo,local,derrota,1,2,Platense,29° fecha del Campeonato 1948,El Palacio,Provan,"Enrique Ferro; Juan A Romeral y Modesto Salina; Rodolfo L De Santis, Carlos Vadell y Samuel Resnik; Oscar Del Castillo, Omar Muraco, José Acosta, Cesáreo Cortón y José Lanza.","Domínguez; Menéndez y Gallardo; Díaz, Maldonado y Santillán; Blázquez, Cadaval, Hoffmann, Padrón y D'Intino.",foto,21 GOL Padrón (PLA)</br>32 GOL Slina (PLA)</br>85 GOL Rodolfo L De Santis (HUR),45,90,0,0
12/12/1948,Baldonedo,visitante,derrota,1,5,Banfield,30° fecha del Campeonato 1948,Florencio Sola,Brown,"Enrique Ferro; Juan A Romeral y Modesto Salina; Rodolfo L De Santis, Ángel Julio y Samuel Resnik; Oscar Del Castillo, Omar Muraco, José Acosta, Cesáreo Corton y José Lanza.","Jaime; Ferretti y Brasile; Grillo, D’Angelo y Caballero; Armoa, Moreno, Arias, Álvarez y Castro.",foto,4 GOL Arias (BAN)</br>17 GOL Arias (BAN)</br>39 GOL Cesáreo Cortón (HUR)</br>53 GOL Moreno (BAN)</br>70 EXP Omar Muraco (HUR)</br>78 GOL Arias (BAN)</br>82 GOL Moreno (BAN),45,90,0,0
02/04/1949,Baldonedo,visitante,derrota,1,5,Colón (Santa Fe),Pretemporada 1949 (amistoso por Ilumninación de Estadio),Colón (Santa Fe),Bartolomé Macías,"Enrique Ferro; Juan A Romeral y Machión; Néstor Naya (Rodolfo L De Santis), Carlos Vadell (Ángel Julio) y Samuel Resnik; Fernández, Moralejos, Loiácono, Cesáreo Corton y José Lanza.","Tenutta (Vidal); Gómez (Portillo) y Sabolig (Traversi); Gaetán (Miralles), Ramírez y Bonacci; Belén (Di Luca), Martini (L Sejas), Frutos (C Sejas (Escarbajal)), Elías y Valentini (Pilón).",foto,12 GOL Moralejos (HUR)</br>14 GOL Ramírez (COL)</br>47 GOL C Sejas (COL)</br>57 GOL C Sejas (COL)</br>60 GOL Belén (COL)</br>65 GOL Valentini (COL),45,90,0,0
24/04/1949,Baldonedo,visitante,derrota,1,2,Tigre,1° fecha del Campeonato 1949,Victoria,Maddison,"Enrique Ferro; Modesto Salina y Héctor Torino; Néstor Naya, Rodolfo L De Santis y Samuel Resnik; Joaquín Fernández, Omar Muraco, Roberto Marino, Cesáreo Corton y José Lanza.","Cerrutti; Passarín y Rubio; Hidalgo, Navarro y Rico; Sánchez, Cesáreo, Ingunza, González y Cardona.",foto,3 GOL González (TIG) -penal-</br>32 GOL Roberto Marino (HUR)</br>54 GOL Omar Muraco (HUR),45,90,0,0
08/05/1949,Baldonedo,visitante,derrota,2,4,Racing Club,2° fecha del Campeonato 1949,Gasómetro,Dean,"Enrique Ferro; Modesto Salina y Héctor Torino; Néstor Naya, Rodolfo L De Santis y Samuel Resnik; Joaquín Fernández, Omar Muraco, Roberto Marino, Cesáreo Corton y José Lanza.","Rodríguez; H García y García Pérez; Fonda, Arcos y Gutiérrez; Juan C Salvini, Norberto Méndez, Bravo, Llamil Simes y Sued.",foto,20 GOL Omar Muraco (HUR)</br>23 GOL Llamil Simes (TIG)</br>38 GOL Llamil Simes (TIG)</br>69 GOL Llamil Simes (TIG)</br>75 GOL Llamil Simes (TIG)</br>80 GOL Omar Muraco (HUR),45,90,0,0
15/05/1949,Baldonedo,local,derrota,1,2,Vélez Sarsfield,3° fecha del Campeonato 1949,El Palacio,Bartolomé Macías,"Enrique Ferro; Héctor Uzal y Juan M Filgueiras; Néstor Naya, Ubiré Durán y Enrique Cerioni; Joaquín Fernández, Omar Muraco, Roberto Marino, Cesáreo Corton y José Lanza.","Rugilo; Huss y Allegri; Heraldo Ferreyro, Santos y Ovide; Nápoli, Costa, Ferraro, Bermúdez y E Fernández.",foto,12 GOL Omar Muraco (HUR)</br>31 GOL Allegri (VSA)</br>44 GOL Allegri (VSA),45,90,0,0
22/05/1949,Baldonedo,visitante,derrota,0,5,River Plate,4° fecha del Campeonato 1949,Monumental,Osvaldo Cossio,"Enrique Ferro; Héctor Uzal y Juan M Filgueiras; Rodolfo L De Santis, Ubiré Durán y Enrique Cerioni; Octavio Caserio, José Vigo, Waldino Aguirre, Cesáreo Corton y José Lanza.","Amadeo Carrizo; Vaghi y Soria; Yácono, Néstor Rossi y Ramos; De Cicco, Coll, Alfredo Di Stéfano, Ángel Labruna y Félix Loustau.",foto,33 GOL Alfredo Di Stéfano (RPL)</br>69 GOL De Cicco (RPL)</br>88 GOL Ángel Labruna (RPL),45,90,0,0
29/05/1949,Baldonedo,local,victoria,7,2,Newell's Old Boys (Rosario),5° fecha del Campeonato 1949,El Palacio,Berry,"Enrique Ferro; Héctor Uzal y Juan M Filgueiras; Rodolfo L De Santis, Ubiré Durán y Enrique Cerioni; Oscar Del Castillo, Omar Muraco, Roberto Marino, José Vigo y José Lanza.","Musimessi; Colman y Sobrero; Peloso, Faina y Puissegur; Contini, Benavídez, Montalbetti, Elio Montaño y Ortigüela.",foto,19 GOL Montalbetti (NOB)</br>20 GOL Roberto Marino (HUR)</br>24 GOL Omar Muraco (HUR)</br>44 GOL Omar Muraco (HUR)</br>45 EXP Colman (NOB)</br>56 GOL José Vigo (HUR)</br>70 GOL José Lanza (HUR)</br>82 GOL Benavídez (NOB)</br>87 GOL Enrique Cerioni (HUR)</br>89 GOL Roberto Marino (HUR),45,90,0,0
05/06/1949,Baldonedo,visitante,derrota,1,2,Gimnasia y Esgrima (La Plata),6° fecha del Campeonato 1949,El Bosque (La Plata),Crawford,"Enrique Ferro; Héctor Uzal y Juan M Filgueiras; Rodolfo L De Santis, Ubiré Durán y Enrique Cerioni; Oscar Del Castillo, Omar Muraco, Roberto Marino, José Vigo y José Lanza.","Cammarata; Eiras y Chiarini; Calzoni, Rastelli y Bustos; Camacho, Pío Corcuera, Martínez, Walter y Mourín.",foto,14 GOL Héctor Uzal (GLP) -en contra-</br>30 GOL José Vigo (HUR)</br>89 EXP Ubiré Durán (HUR)</br>90 GOL Pío Corcuera (GLP),45,90,0,0
12/06/1949,Baldonedo,local,derrota,1,2,Chacarita Juniors,7° fecha del Campeonato 1949,El Palacio,Hartles,"Enrique Ferro; Héctor Uzal y Juan M Filgueiras; Rodolfo L De Santis, Juan C Giménez y Enrique Cerioni; Oscar Del Castillo, Omar Muraco, Roberto Marino, José Vigo y José Lanza.","López; Spinelli y Pizarro; Scriminacci, Araiz y Torres; Pesarini, Coll, De Luca, Campana y Neri Soto.",foto,25 GOL José Vigo (HUR)</br>56 GOL De Luca (CHJ)</br>83 GOL De Luca (CHJ),45,90,0,0
