Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Foto,Incidencias,Fin1T,Fin2T
25/11/2000,Babington,visitante,empate,1,1,Estudiantes (La Plata),16° fecha del Campeonato Apertura 2000
03/12/2000,Babington,local,empate,0,0,Lanús,17° fecha del Campeonato Apertura 2000
10/12/2000,Babington,visitante,empate,1,1,River Plate,18° fecha del Campeonato Apertura 2000
16/12/2000,Babington,local,empate,2,2,Vélez Sarsfield,19° fecha del Campeonato Apertura 2000
10/02/2001,Babington,local,derrota,1,3,Colón (Santa Fe),1° fecha del Campeonato Clausura 2001
14/02/2001,Babington,visitante,derrota,2,4,Rosario Central,2° fecha del Campeonato Clausura 2001
18/02/2001,Babington,local,victoria,2,1,Independiente,3° fecha del Campeonato Clausura 2001
24/02/2001,Babington,visitante,derrota,2,4,Talleres (Córdoba),4° fecha del Campeonato Clausura 2001
04/03/2001,Babington,local,victoria,2,1,Los Andes,5° fecha del Campeonato Clausura 2001
11/03/2001,Babington,visitante,empate,1,1,San Lorenzo de Almagro,6° fecha del Campeonato Clausura 2001
18/03/2001,Babington,local,empate,0,0,Chacarita Juniors,7° fecha del Campeonato Clausura 2001
25/03/2001,Babington,visitante,derrota,0,1,Boca Juniors,8° fecha del Campeonato Clausura 2001
01/04/2001,Babington,local,victoria,2,1,Argentinos Juniors,9° fecha del Campeonato Clausura 2001
07/04/2001,Babington,visitante,victoria,3,0,Unión (Santa Fe),10° fecha del Campeonato Clausura 2001
10/04/2001,Babington,local,victoria,3,1,Gimnasia y Esgrima (La Plata),11° fecha del Campeonato Clausura 2001
13/04/2001,Babington,visitante,derrota,0,3,Newell’s Old Boys (Rosario),12° fecha del Campeonato Clausura 2001
21/04/2001,Babington,local,empate,1,1,Racing Club,13° fecha del Campeonato Clausura 2001
29/04/2001,Babington,visitante,victoria,2,1,Belgrano (Córdoba),14° fecha del Campeonato Clausura 2001
12/05/2001,Babington,local,victoria,2,0,Almagro,15° fecha del Campeonato Clausura 2001
21/05/2001,Babington,local,derrota,1,2,Estudiantes (La Plata),16° fecha del Campeonato Clausura 2001
28/05/2001,Babington,visitante,empate,1,1,Lanús,17° fecha del Campeonato Clausura 2001
06/06/2001,Babington,local,victoria,3,2,River Plate,18° fecha del Campeonato Clausura 2001
12/06/2001,Babington,visitante,derrota,0,2,Vélez Sarsfield,19° fecha del Campeonato Clausura 2001
19/08/2001,Piazza,local,empate,2,2,Chacarita Juniors,1° fecha del Campeonato Apertura 2001
26/08/2001,Piazza,visitante,derrota,1,4,River Plate,2° fecha del Campeonato Apertura 2001
28/08/2001,Piazza,local,derrota,1,2,Lanús,3° fecha del Campeonato Apertura 2001
02/09/2001,Piazza,visitante,derrota,1,3,Argentinos Juniors,4° fecha del Campeonato Apertura 2001
08/09/2001,Piazza,local,derrota,0,4,Rosario Central,5° fecha del Campeonato Apertura 2001
15/09/2001,Morresi-Carrizo,visitante,empate,3,3,Talleres (Córdoba),6° fecha del Campeonato Apertura 2001
23/09/2001,Morresi-Carrizo,local,derrota,0,1,Racing Club,7° fecha del Campeonato Apertura 2001
28/09/2001,Morresi-Carrizo,local,empate,2,2,Unión (Santa Fe),8° fecha del Campeonato Apertura 2001
03/10/2001,Morresi-Carrizo,visitante,derrota,0,2,Estudiantes (La Plata),9° fecha del Campeonato Apertura 2001
20/10/2001,Brindisi,local,derrota,2,3,Nueva Chicago,10° fecha del Campeonato Apertura 2001
28/10/2001,Brindisi,visitante,derrota,1,2,Boca Juniors,11° fecha del Campeonato Apertura 2001
02/11/2001,Brindisi,local,victoria,2,1,Banfield,12° fecha del Campeonato Apertura 2001
09/11/2001,Brindisi,visitante,derrota,0,1,Vélez Sarsfield,13° fecha del Campeonato Apertura 2001
18/11/2001,Brindisi,local,victoria,2,1,Independiente,14° fecha del Campeonato Apertura 2001
25/11/2001,Brindisi,visitante,derrota,2,5,Newell’s Old Boys (Rosario),15° fecha del Campeonato Apertura 2001
01/12/2001,Brindisi,local,empate,0,0,Belgrano (Córdoba),16° fecha del Campeonato Apertura 2001
09/12/2001,Brindisi,visitante,victoria,1,0,San Lorenzo de Almagro,17° fecha del Campeonato Apertura 2001
15/12/2001,Brindisi,local,derrota,0,1,Colón (Santa Fe),18° fecha del Campeonato Apertura 2001
03/02/2002,Brindisi,visitante,	Apertura,empate,2,2,Gimnasia y Esgrima (La Plata),19° fecha del Campeonato Apertura 2001
10/02/2002,Brindisi,visitante,victoria,2,0,Chacarita Juniors,1° fecha del Campeonato Clausura 2002
17/02/2002,Brindisi,local,derrota,0,4,River Plate,2° fecha del Campeonato Clausura 2002
19/02/2002,Brindisi,visitante,derrota,o,2,Lanús,3° fecha del Campeonato Clausura 2002
23/02/2002,Brindisi,local,victoria,3,0,Argentinos Juniors,4° fecha del Campeonato Clausura 2002
03/03/2002,Brindisi,visitante,victoria,2,0,Rosario Central,5° fecha del Campeonato Clausura 2002
09/03/2002,Brindisi,local,derrota,0,1,Talleres (Córdoba),6° fecha del Campeonato Clausura 2002
16/03/2002,Brindisi,visitante,derrota,1,2,Racing Club,7° fecha del Campeonato Clausura 2002
23/03/2002,Brindisi,visitante,victoria,1,0,Unión (Santa Fe),8° fecha del Campeonato Clausura 2002,
28/03/2002,Brindisi,local,derrota,1,6,Estudiantes (La Plata),9° fecha del Campeonato Clausura 2002
31/03/2002,Brindisi,visitante,victoria,4,0,Nueva Chicago,10° fecha del Campeonato Clausura 2002
03/04/2002,Brindisi,local,derrota,0,2,Boca Juniors,11° fecha del Campeonato Clausura 2002
05/04/2002,Brindisi,visitante,empate,0,0,Banfield,12° fecha del Campeonato Clausura 2002
13/04/2002,Brindisi,local,victoria,1,0,Vélez Sarsfield,13° fecha del Campeonato Clausura 2002
16/04/2002,Brindisi,visitante,victoria,4,0,Independiente,14° fecha del Campeonato Clausura 2002
20/04/2002,Brindisi,local,derrota,0,2,Newell’s Old Boys (Rosario),15° fecha del Campeonato Clausura 2002
27/04/2002,Brindisi,visitante,victoria,1,0,Belgrano (Córdoba),16° fecha del Campeonato Clausura 2002
05/05/2002,Brindisi,local,empate,1,1,San Lorenzo de Almagro,17° fecha del Campeonato Clausura 2002
11/05/2002,Brindisi,visitante,victoria,4,2,Colón (Santa Fe),18° fecha del Campeonato Clausura 2002
17/05/2002,Brindisi,local,empate,2,2,Gimnasia y Esgrima (La Plata),19° fecha del Campeonato Clausura 2002
28/07/2002,Brindisi,local,derrota,1,3,Racing Club,1° fecha del Campeonato Apertura 2002
03/08/2002,Brindisi,visitante,derrota,0,1,Newell’s Old Boys (Rosario),2° fecha del Campeonato Apertura 2002
10/08/2002,Brindisi,visitante,derrota,0,4,Vélez Sarsfield,3° fecha del Campeonato Apertura 2002
17/08/2002,Brindisi,local,empate,2,2,Colón (Santa Fe),4° fecha del Campeonato Apertura 2002
23/08/2002,Brindisi,local,derrota,0,1,Chacarita Juniors,5° fecha del Campeonato Apertura 2002
01/09/2002,Célico,visitante,victoria,2,1,River Plate,6° fecha del Campeonato Apertura 2002
08/09/2002,Babington,visitante,derrota,1,2,Estudiantes (La Plata),7° fecha del Campeonato Apertura 2002
14/09/2002,Babington,local,empate,2,2,Arsenal,8° fecha del Campeonato Apertura 2002
22/09/2002,Babington,visitante,derrota,0,5,Talleres (Córdoba) ,9° fecha del Campeonato Apertura 2002
29/09/2002,Babington,local,dderrota,0,2,Independiente,10° fecha del Campeonato Apertura 2002
05/10/2002,Babington,visitante,empate,2,2,Rosario Central,11° fecha del Campeonato Apertura 2002
13/10/2002,Babington,local,victoria,2,1,Nueva Chicago,12° fecha del Campeonato Apertura 2002
19/10/2002,Babington,visitante,empate,2,2,Unión (Santa Fe) ,13° fecha del Campeonato Apertura 2002
26/10/2002,Babington,local,derrota,2,3,Banfield,14° fecha del Campeonato Apertura 2002
03/11/2002,Babington,visitante,derrota,1,3,Boca Juniors,15° fecha del Campeonato Apertura 2002
09/11/2002,Babington,local,derrota,0,4,San Lorenzo de Almagro,16° fecha del Campeonato Apertura 2002
17/11/2002,Babington,visitante,derrota,0,2,Lanús,17° fecha del Campeonato Apertura 2002
24/11/2002,Babington,local,empate,0,0,Gimnasia y Esgrima (La Plata) ,18° fecha del Campeonato Apertura 2002
30/11/2002,Babington,visitante,derrota,0,2,Olimpo (Bahía Blanca),19° fecha del Campeonato Apertura 2002
14/02/2003,Babington,derrota,visitante,0,1,Racing Club,1° fecha del Campeonato Clausura 2003
22/02/2003,Babington,local,empate,1,1,Newell’s Old Boys (Rosario),2° fecha del Campeonato Clausura 2003
02/03/2003,Babington,derrota,local,0,2,Vélez Sarsfield,3° fecha del Campeonato Clausura 2003
07/03/2003,Babington,visitante,derrota,2,3,Colón (Santa Fe),4° fecha del Campeonato Clausura 2003
15/03/2003,Célico,local,derrota,0,3,Chacarita Juniors,5° fecha del Campeonato Clausura 2003
23/03/2003,Célico,visitante,derrota,0,6,River Plate,6° fecha del Campeonato Clausura 2003
29/03/2003,Célico,local,empate,1,1,Estudiantes (La Plata),7° fecha del Campeonato Clausura 2003
06/04/2003,Célico,visitante,empate,0,0,Arsenal,8° fecha del Campeonato Clausura 2003
13/04/2003,Célico,local,derrota,2,4,Talleres (Córdoba),9° fecha del Campeonato Clausura 2003
18/04/2003,Célico,visitante,derrota,1,2,Independdiente,10° fecha del Campeonato Clausura 2003
03/05/2003,Célico,local,derrota,1,2,Rosario Central,11° fecha del Campeonato Clausura 2003
11/05/2003,Célico,visitante,derrota,2,4,Nueva Chicago,12° fecha del Campeonato Clausura 2003
22/05/2003,Célico,local,derrota,0,3,Unión (San Fe) ,13° fecha del Campeonato Clausura 2003
01/06/2003,Célico,visitante,victoria,1,0,Banfield,14° fecha del Campeonato Clausura 2003
08/06/2003,Célico,local,derrota,0,4,Boca Juniors,15° fecha del Campeonato Clausura 2003
14/06/2003,Célico,visitante,derrota,0,4,San Lorenzo de Almagro,16° fecha del Campeonato Clausura 2003
21/06/2003,Célico,local,derrota,1,3,Lanús,17° fecha del Campeonato Clausura 2003
29/06/2003,Célico,visitante,derrota,0,2,Gimnasia y Esgrima (La Plata),18° fecha del Campeonato Clausura 2003
06/07/2003,Célico,local,derrota,0,1,Olimpo (Bahía Blanca)	,19° fecha del Campeonato Clausura 2003
16/08/2003,Roldán,local,empate,1,1,San Martín (Mendoza),2° fecha del Apertura Nacional B 2003
24/08/2003,Roldán,visitante,derrota,0,3,Belgrano (Córdoba),3° fecha del Apertura Nacional B 2003
30/08/2003,Roldán,local,empate,0,0,Los Andes,4° fecha del Apertura Nacional B 2003
08/09/2003,Roldán,visitante,derrota,1,2,Gimnasia y Esgrima (Jujuy),5° fecha del Apertura Nacional B 2003
27/09/2003,Roldán,local,derrota,0,2,Argentinos Juniors,6° Apertura Nacional B 2003
01/10/2003,Roldán,visitante,derrota,0,2,Huracán (Tres Arroyos),1° fecha del Apertura Nacional B 2003
05/10/2003,Roldán,visitante,derrota,1,3,Unión (Santa Fe),7° fecha del Apertura Nacional B 2003
11/10/2003,Quiroz,visitante,empate,1,1,Almagro,8° fecha del Apertura Nacional B 2003
18/10/2003,Quiroz,local,empate,1,1,Gimnasia y Esgrima (Concepción),9° fecha del Apertura Nacional B 2003
23/10/2003,Quiroz,visitante,victoria,3,2,San Martín (San Juan),10° fecha del Apertura Nacional B 2003
30/10/2003,Quiroz,local,victoria,2,0,Godoy Cruz (Mendoza),11° fecha del Apertura Nacional B 2003
07/11/2003,Quiroz,visitante,empate,0,0,Instituto (Córdoba),12° fecha del Apertura Nacional B 2003
12/11/2003,Quiroz,local,victoria,1,0,El Porvenir,13° fecha del Apertura Nacional B 2003
16/11/2003,Quiroz,visitante,empate,0,0,CAI (Cro. Rivadavia),14° fecha del Apertura Nacional B 2003
22/11/2003,Quiroz,local,victoria,2,1,Juv. Antoniana (Salta),15° fecha del Apertura Nacional B 2003
29/11/2003,Quiroz,visitante,victoria,1,0,Ferro C. Oeste,16° fecha del Apertura Nacional B 2003
03/12/2003,Quiroz,local,empate,2,2,Def. de Belgrano,17° fecha del Apertura Nacional B 2003
06/12/2003,Quiroz,visitante,victoria,2,0,Defensa y Justicia,18° fecha del Apertura Nacional B 2003
13/12/2003,Quiroz,local,empate,1,1,Tiro Federal (Rosario),19° fecha del Apertura Nacional B 2003
02/02/2004,Quiroz,local,victoria,3,1,Huracán (Tres Arroyos),1° fecha del Clausura Nacional B 2004
09/02/2004,Quiroz,visitante,empate,1,1,San Martín (Mendoza),2° fecha del Clausura Nacional B 2004
14/02/2004,Quiroz,local,empate,0,0,Belgrano (Córdoba),3° fecha del Clausura Nacional B 2004
21/02/2004,Quiroz,visitante,empate,3,3,Los Andes,4° fecha del Clausura Nacional B 2004
28/02/2004,Quiroz,local,victoria,3,0,Gimnasia y Esgrima (Jujuy),5° fecha del Clausura Nacional B 2004
06/03/2004,Quiroz,visitante,derrota,0,4,Argentinos Juniors,6° fecha del Clausura Nacional B 2004
13/03/2004,Quiroz,local,derrota,1,3,Unión (Santa Fe),7° fecha del Clausura Nacional B 2004
18/03/2004,Quiroz,local,empate,1,1,Almagro,8° fecha del Clausura Nacional B 2004
25/03/2004,Quiroz,visitante,victoria,3,1,Gimnasia y Esgrima (Concepción),9° fecha del Clausura Nacional B 2004
29/03/2004,Quiroz,visitante,derrota,2,3,Godoy Cruz (Mendoza),11° fecha del Clausura Nacional B 2004
03/04/2004,Quiroz,local,empate,1,1,San Martín (San Juan),10° fecha del Clausura Nacional B 2004
15/04/2004,Quiroz,local,victoria,2,0,Instituto (Córdoba),12° fecha del Clausura Nacional B 2004
22/04/2004,Quiroz,visitante,derrota,1,2,El Porvenir,13° fecha del Clausura Nacional B 2004
30/04/2004,Quiroz,local,derrota,1,3,CAI (Cro. Rivadavia),14° fecha del Clausura Nacional B 2004
08/05/2004,Labruna,visitante,victoria,4,2,Juv. Antoniana (Salta),15° fecha del Clausura Nacional B 2004
15/05/2004,Labruna,local,victoria,1,0,Ferro C. Oeste,16° fecha del Clausura Nacional B 2004
22/05/2004,Labruna,visitante,empate,1,1,Def. de Belgrano,17° fecha del Clausura Nacional B 2004
27/05/2004,Labruna,local,empate,2,2,Defensa y Justicia,18° fecha del Clausura Nacional B 2004
05/06/2004,Labruna,visitante,victoria,1,0,Tiro Federal (Rosario),19° fecha del Clausura Nacional B 2004
16/08/2004,Labruna,visitante,empate,1,1,Atl.Rafaela,1° fecha del Apertura Nacional B 2004
21/08/2004,Labruna,local,victoria,1,0,Juv. Antoniana (Salta),2° fecha del Apertura Nacional B 2004
30/08/2004,Labruna,visitante,victoria,1,0,Chacarita Juniors,3° fecha del Apertura Nacional B 2004
04/09/2004,Labruna,local,victoria,2,1,Def. de Belgrano,4° fecha del Apertura Nacional B 2004
09/09/2004,Labruna,visitante,derrota,0,1,San Martín (San Juan),5° fecha del Apertura Nacional B 2004
19/09/2004,Labruna,local,derrota,0,4,Defensa y Justicia,6° fecha del Apertura Nacional B 2004
27/09/2004,Labruna,visitante,victoria,2,1,Godoy Cruz (Mendoza),7° fecha del Apertura Nacional B 2004
02/10/2004,Labruna,local,victoria,2,0,Nueva Chicago,8° fecha del Apertura Nacional B 2004
10/10/2004,Labruna,visitante,victoria,2,1,Belgrano (Córdoba),9° fecha del Apertura Nacional B 2004
16/10/2004,Labruna,local,derrota,1,4,Tiro Federal (Rosario),10° fecha del Apertura Nacional B 2004
25/10/2004,Labruna,visitante,victoria,2,0,Gimnasia y Esgrima (Jujuy),11° fecha del Apertura Nacional B 2004
30/10/2004,Labruna,local,victoria,4,0,CAI (Cro. Rivadavia),12° fecha del Apertura Nacional B 2004
04/11/2004,Labruna,visitante,derrota,0,1,Ferro C. Oeste,13° fecha del Apertura Nacional B 2004
14/11/2004,Labruna,local,victoria,4,1,Racing (Córdoba),14° fecha del Apertura Nacional B 2004
20/11/2004,Labruna,visitante,derrota,1,3,Unión (Santa Fe),15° fecha del Apertura Nacional B 2004
27/11/2004,Labruna,local,empate,1,1,San Martín (Mendoza),16° fecha del Apertura Nacional B 2004
04/12/2004,Labruna,visitante,empate,0,0,Sarmiento (Junín),17° fecha del Apertura Nacional B 2004
11/12/2004,Labruna,visitante,victoria,2,1,El Porvenir,18° fecha del Apertura Nacional B 2004
18/12/2004,Labruna,local,empate,1,1,Talleres (Córdoba),19° fecha del Apertura Nacional B 2004
05/02/2005,Quiroz,local,derrota,1,2,Atl. Rafaela,1° fecha del Clausura Nacional B 2005
13/02/2005,Quiroz,visitante,derrota,0,1,Juv. Antoniana (Salta),2° fecha del Clausura Nacional B 2005
19/02/2005,Quiroz,local,empate,1,1,Chacarita Juniors,3° fecha del Clausura Nacional B 2005
26/02/2005,Quiroz,visitante,victoria,1,0,Def. de Belgrano,4° fecha del Clausura Nacional B 2005
05/03/2005,Quiroz,local,victoria,1,0,San Martín (San Juan),5° fecha del Clausura Nacional B 2005
13/03/2005,Quiroz,visitante,empate,0,0,Defensa y Justicia,6° fecha del Clausura Nacional B 2005
19/03/2005,Quiroz,local,derrota,2,3,Godoy Cruz (Mendoza),7° fecha del Clausura Nacional B 2005
27/03/2005,Apuzzo,visitante,victoria,2,0,Nueva Chicago,8° fecha del Clausura Nacional B 2005
02/04/2005,Apuzzo,local,victoria,1,0,Belgrano (Córdoba),9° fecha del Clausura Nacional B 2005
11/04/2005,Apuzzo,visitante,derrota,1,2,Tiro Federal (Rosario),10° fecha del Clausura Nacional B 2005
18/04/2005,Mohamed,local,derrota,0,4,Gimnasia y Esgrima (Jujuy),11° fecha del Clausura Nacional B 2005
24/04/2005,Mohamed,visitante,derrota,0,1,CAI (Cro. Rivadavia),12° fecha del Clausura Nacional B 2005
02/05/2005,Mohamed,local,derrota,1,2,Ferro C. Oeste,13° fecha del Clausura Nacional B 2005
08/05/2005,Mohamed,visitante,victoria,3,1,Racing (Córdoba),14° fecha del Clausura Nacional B 2005
12/05/2005,Mohamed,local,victoria,2,0,Unión (Santa Fe),15° fecha del Clausura Nacional B 2005
22/05/2005,Mohamed,visitante,empate,2,2,San Martín (Mendoza),16° fecha del Clausura Nacional B 2005
30/05/2005,Mohamed,local,victoria,4,1,Sarmiento (Junín),17° fecha del Clausura Nacional B 2005
05/06/2005,Mohamed,local,victoria,3,1,El Porvenir,18° fecha del Clausura Nacional B 2005
18/06/2005,Mohamed,visitante,derrota,0,2,Talleres (Córdoba),19° fecha del Clausura Nacional B 2005
29/06/2005,Mohamed,local,derrota,0,1,Gimnasia y Esgrima (Jujuy),Final 2° Ascenso Nacional B 2005
02/07/2005,Mohamed,visitante,empate,0,0,Gimnasia y Esgrima (Jujuy),Final 2° Ascenso Nacional B 2005
06/07/2005,Mohamed,local,derrota,1,2,Instituto (Córdoba),Promoción	2005
10/07/2005,Mohamed,visitante,derrota,0,1,Instituto (Córdoba),Promoción 2005
11/08/2005,Mohamed,local,victoria,3,0,Juv. Antoniana (Salta),2° fecha del Apertura BN 2005,Tomás A. Ducó,Javier Collado,"Pablo Migliore; Ignacio Anívole, Paolo Goltz, Christian Cellay y Leandro Grimi (82 Germán Zarza); Sosa, Cristian Sánchez Prette, Pablo Monsalvo y Guillermo Paz (71 Horacio Jofre); Joaquín Larrivey y Daniel Osvaldo (82 Daniel García).","Valdiviezo; Zárate (86 Torrico), Delfino, Albornoz y Ledesma; Guzmán, Gómez, Basualdo y Garnier (72 Velarde); Castilla (63 Cristian Alfaro) y Alejandro Duré.",foto,47 GOL Ignacio Anívole (HUR)</br>49 GOL Daniel Osvaldo (HUR)</br>69 GOL Joaquín Larrivey (HUR)
18/08/2005,Mohamed,visitante,derrota,0,1,Atl. Rafaela,3° fecha del Apertura BN 2005,Monumental (Rafaela),Leandro Bottoni,"Pablo Migliore; Ignacio Anívole, Paolo Goltz, Christian Cellay y Leandro Grimi; Pablo Monsalvo, Cristian Sánchez Prette, Juan M Sosa (70 Gonzalo Díaz Nachar) y Guillermo Paz (85 Daniel García); Joaquín Larrivey y Daniel Osvaldo.","Marcelo Barovero; Mánquez, Castro, Reynoso y Zbrun; Giménez, Levato (68 González), Clementz y F García (74 Aveldaño); Del Bono (62 Guaymas) y Villalba.",foto,43 GOL Mánquez (RAF)</br>89 EXP Paolo Goltz (HUR)
25/08/2005,Mohamed,local,victoria,2,1,Talleres (Córdoba),4° fecha del Apertura BN 2005,Tomás A. Ducó,César Guidoni,"Pablo Migliore; Horacio Jofre, Juan M Sosa, Christian Cellay y Leandro Grimi; Guillermo Paz (72 Germán Zarza), Cristian Sánchez Prette, Ignacio Anívole (88 Julio Agüero) y Pablo Monsalvo; Joaquín Larrivey y Daniel Osvaldo (75 Gonzalo Díaz Nachar).","Argüello; Barbosa, Gill, Baroni y Martínez; Rivadero, Barrionuevo, Castagno Suárez y Lázaro (59 Plana); Leguizamón y Baldeon.",foto,36 GOL Leandro Grimi (HUR)-penal-</br>52 GOL Joaquín Larrivey (HUR)</br>68 GOL Baroni (TAL)
30/08/2005,Mohamed,local,victoria,3,0,Aldosivi (Mar del Plata),1° fecha del Apertura BN 2005,Tomás A. Ducó,Carlos Boxler,"Pablo Migliore; Pablo Monsalvo, Paolo Goltz, Mariano Juan y Leandro Grimi; Carlos Ciavarelli (75 Nicolás Sartori), Cristian Sánchez Prette, Walter Coyette (67 Mauro Milano) y Ignacio Anívole; Joaquín Larrivey y Daniel Osvaldo (71 Germán Arangio).","Guillermo Álvarez; Galíndez, López, Gómez y Oreja; Simone, Grech, Levato y Martínez (63 Ervitti); Paratore (60 Saverini) y Corti.",foto,36 GOL Daniel Osvaldo (HUR)</br>53 GOL Pablo Monsalvo (HUR)</br>84 GOL Ignacio Anívole (HUR)</br>86 EXP Pablo Monsalvo (HUR)
04/09/2005,Mohamed,visitante,victoria,1,0,El Porvenir,5° fecha del Apertura BN 2005,Ghersinich,Saúl Laverni,"Pablo Migliore; Ignacio Anívole, Paolo Goltz, Christian Cellay y Leandro Grimi; Carlos Ciavarelli, Cristian Sánchez Prette (46 Germán Arangio), Walter Coyette (79 Juan M Sosa) y Mariano Juan; Joaquín Larrivey y Daniel Osvaldo (36 Mauro Milano).","Maximiliano Kadijevic; Taborda, Grgona, Fuentes y Barsottini; Leonel Martens, Claudio Filosa (46 Dorrego), Figueroa y Marcelo Couceiro (46 Ramiro Leone); Prado y Rubén Forestello (64 Néstor Torres).",foto,4 GOL Walter Coyette (HUR)</br>43 EXP Taborda (POR)</br>52 EXP Leone (POR)
10/09/2005,Mohamed,local,victoria,3,1,Defensa y Justicia,6° fecha del Apertura BN 2005,Tomás A. Ducó,Darío Maccarone,"Pablo Migliore; Pablo Monsalvo, Paolo Goltz, Mariano Juan y Leandro Grimi; Carlos Ciavarelli, Cristian Sánchez Prette, Walter Coyette (63 Mauro Milano) e Ignacio Anívole; Daniel Osvaldo (81 Juan M Sara) y Joaquín Larrivey (58 Christian Cellay).","Hernando; Juan L Quiroga, Romeo, Marcos Ramírez y Arancibia (66 Juan C Padra); Nievas, Jara, Fayart y Facundo Fernández (75 David Vega); Godoy y Ferrer.",foto,12 GOL Godoy (DYJ)</br>22 GOL Daniel Osvaldo (HUR)</br>34 GOL Cristian Sánchez Prette (HUR)</br>54 EXP Pablo Monsalvo (HUR)</br>82 GOL Mauro Milano (HUR)
17/09/2005,Mohamed,visitante,victoria,2,0,Huracán (Tres Arroyos),7° fecha del Apertura BN 2005,Bottino (Tres Arroyos),Carlos García,"Pablo Migliore; Ignacio Anívole (56 Federico Poggi), Paolo Goltz, Christian Cellay y Leandro Grimi; Carlos Ciavarelli (80 Juan M Sara), Cristian Sánchez Prette, Walter Coyette (61 Mauro Milano) y Mariano Juan; Joaquín Larrivey y Daniel Osvaldo.","Daniel Islas; Natalicchio, Testa, Marcos Dragojevich y Blanco; Luppino (46 Cristian Galván), Mariano Martínez, Camargo e Iván Dragojevich; Gabriel González (70 Guevara) y Claudio M García.",foto,84 GOL Daniel Osvaldo (HUR)</br>88 GOL Joaquín Larrivey (HUR)
