Fecha,Técnico,Condición,Situación,Resultado1,Resultado2,Club,Torneo,Estadio,Árbitro,Huracán,Rival,Foto,Incidencias,Fin1T,Fin2T,Fin1E,Fin2E
04/05/1919,A Alberti,local,derrota,1,5,Racing Club,Amistoso 1919,Chiclana 4100,desconocido,"Francisco Pazos; Neptalí Acosta y Agustín Alberti; Vicente Gordo, Ramón Vázquez y Francisco Marchioli; Agustín Ruiz, Luis Bertolini, Gensérico Acosta, Miguel Ginevra y Mellino.","Marcos Croce; Price y Presta; Sala, Olazar y Pepe, Vivaldo, Ochoa, Machiavello, Zabaleta y Perinetti.",foto,39 GOL Agustín Ruiz (HUR)</br>52 GOL Ochoa (RAC)</br>54 GOL Vivaldo (RAC)</br>60 GOL Marcos Croce (RAC) -penal-</br>70 GOL Ochoa (RAC)</br>85 GOL Vivaldo (RAC),45,90,0,0
25/05/1919,-,visitante,victoria,2,1,Estudiantes (La Plata),Beneficio Canillitas de La Plata 1919 (amistoso),Uno (La Plata),desconocido,"Francisco Pazos; Agustín Sisca y Santos Barbera; Olegario Bertolini, Mario Bassadone y Juan F Pratto; Miguel Ginevra, Gensérico Acosta, Repetto, Luis Bertolini y Di Lorenzo.","Suárez; Gallo y Tettamanti; Viglioni, Ferreyroa y Nievas; Palenzona, Latorre Lelong, Leonardi, Bosela y A Tettamanti.",foto,20 GOL Repetto (HUR)</br>66 GOL Luis Bertolini (HUR)</br>75 GOL Latorre Lelong (ELP),45,90,0,0
15/06/1919,A Alberti,neutral,derrota,2,5,San Lorenzo de Almagro,Semifinal de Campeonato Caballito 1919 (amistoso),Caballito,desconocido,"Francisco Pazos; Agustín Alberti y Juan B Vázquez; Olegario Bertolini, Santos Barbera y Agustín Sisca; Miguel Ginevra, José Laguna, Repetto, Luis Bertolini y Di Lorenzo.","Coll; Castilla y Omar; Castagno, Barrera y Jacobo Urso; Lanterno, Votta, A Urso, Raffin y Gianella.",foto,15 GOL Luis Bertolini (HUR)</br>20 GOL Votta (SLA)</br>37 GOL Votta (SLA)</br>44 GOL Luis Bertolini (HUR)</br>65 GOL A Urso (SLA)</br>75 Raffin (SLA)</br>83 Raffin (SLA),45,90,0,0
20/06/1919,A Alberti,visitante,victoria,2,0,Boca Juniors,Amistoso 1919,Brin y Sengüel,desconocido,"Francisco Pazos; Agustín Sisca y Agustín Alberti; Olegario Bertolini, Santos Barbera y Pedro Martínez; Miguel Ginevra, José Laguna, Repetto, Luis Bertolini y Bonifacio.","Américo Tesoriere; Cortella y Ortega; López, Busso y Elli; Severi, E Bertolini, Martín, Brichetto y Miranda.",foto,70 GOL Luis Bertolini (HUR)</br>77 GOL Miguel Ginevra (HUR),45,90,0,0
22/06/1919,A Alberti,visitante,derrota,1,2,River Plate,4° fecha del Campeonato 1919,Dársena Sud,Félix Folliet,"Francisco Pazos; Agustín Sisca y Agustín Alberti; Olegario Bertolini, Santos Barbera y Pedro Martínez; Miguel Ginevra, Repetto, José Laguna, Luis Bertolini y Mellino.","Crotti; Chiappe y Simmons; Taramasso, García y Solari; Sabatini, Laiolo, Roldán, Ameal y Taggino.",foto,16 GOL Taggino (RPL)</br>43 GOL Laiolo (RPL)</br>88 GOL José Laguna (HUR),45,90,0,0
06/07/1919,A Alberti,visitante,derrota,0,2,Independiente,5° fecha del Campeonato 1919,Crucecita,Ernesto Palma,"Francisco Pazos; Agustín Alberti y Santos Barbera; Olegario Bertolini, Mario Bassadone y Pedro Martínez; Arístides Berra, Miguel Ginevra, José Laguna, Luis Bertolini y Mellino.","Isusi; Ferro y Ucar; Fernández, Peruilh y Ventureira; Garré, Ragoni, Comaschi, Ronzoni y González.",foto,20 GOL Garré (IND)</br>83 GOL Comaschi (IND)</br>45 LES Luis Bertolini (HUR),45,90,0,0
20/07/1919,A Alberti,local,victoria,4,0,Palermo,1° fase de Copa Competencia 1919,Chiclana 4100,Calixto Gardi,"Francisco Pazos; Agustín Alberti y Santos Barbera; Olegario Bertolini, Mario Bassadone y Pedro Martínez; Miguel Ginevra, José Laguna, Feliciano Medina, Luis Bertolini y Mellino.","Masullo; A Ceppi y Vera; Rubio, Vacaro y Vidal; Albera, A T Ceppi, Echeverría, Dellasola y Caso.",foto,56 GOL Luis Bertolini (HUR)</br>76 GOL Luis Bertolini (HUR)</br>66 GOL José Laguna (HUR)</br>84 GOL Miguel Ginevra (HUR)</br>25 LES Mellino  (HUR) -volvió a los 46m-,45,90,0,0
27/07/1919,A Alberti,visitante,derrota,0,3,Racing Club,6° fecha del Campeonato 1919,Racing,Ángel Sapio,"Francisco Pazos; Agustín Alberti y Santos Barbera; Olegario Bertolini, Mario Bassadone y Pedro Martínez; Miguel Ginevra, José Laguna, Feliciano Medina, Luis Bertolini y Jaime Chavin.","Marcos Croce; Castagnola y Presta; Macchiavello, Olazar y Pepe; Natalio Perinetti, Ochoa, Marcovecchio, Hospital y Juan N Perinetti.",foto,13 GOL Hospital (RAC)</br>30 GOL Santos Barbera (RAC) -en contra-</br>48 GOL Marcovecchio (RAC),45,90,0,0
03/08/1919,A Alberti,visitante,victoria,1,0,Porteño,2° fase de Copa Competencia 1919,Porteño,Daniel Stolbizer,"Francisco Pazos; Santos Barbera y Agustín Alberti; Olegario Bertolini, Mario Bassadone y Pedro Martínez; Miguel Ginevra, José Laguna, Feliciano Medina, Luis Bertolini y Jaime Chavin.","Moreira; Schwaizer y R Sande; Ibiricú, E Sande y Uslenghi; Pérez, Cabano, Clarke, Izaguirre y Polimeni.",foto,40 GOL Luis Bertolini (HUR),45,90,0,0
17/08/1919,A Alberti,visitante,derrota,0,1,Defensores de Belgrano,3° fase de Copa Competencia 1919,Defensores,Ernesto Palma,"Francisco Pazos; Agustín Sisca y Agustín Alberti; Pedro Martínez, Mario Bassadone y Di Lorenzo; Miguel Ginevra, José Laguna, Feliciano Medina, Luis Bertolini y Jaime Chavin.","Lafauci; Puricelli y Molinari; Montenegro, Pasquale y Casabella; García, Bonifacio, Giulidori, Caldas y Roldán.",foto,49 GOL Pasquale (DDB)</br>60 EXP Agustín Alberti (HUR)</br>82 EXP Casabella (DDB),45,90,0,0
14/09/1919,-,local,empate,2,2,Boca Juniors,Amistoso 1919,Chiclana 4100,Miguel Ziccardi,"Toledo; Agustín Sisca y Carbone; Olegario Bertolini, Mario Bassadone y Di Lorenzo; Miguel Ginevra, Ruiz, Feliciano Medina, José Laguna y Jaime Chavin.","Galeano; Anglese y López; Mainardi, Pablo Lapalma y Becaas; Sánchez, Bozzo, Taggino, Pisa y Miranda.",foto,8 GOL Taggino (BJU)</br>10 GOL Feliciano Medina (HUR)</br>70 GOL Feliciano Medina (HUR)</br>86 GOL Miranda (BJU)</br>60 LES Pisa (BJU),45,90,0,0
28/09/1919,A Alberti,visitante,derrota,0,2,Estudiantes (La Plata),1° fecha del Campeonato 1919,Uno (La Plata),Juan J. Rithner,"Francisco Pazos; Agustín Sisca y Agustín Alberti; Olegario Bertolini, Francisco Marchioli y Jaime Chavin; Miguel Ginevra, José Laguna, Feliciano Medina, Luis Bertolini y Di Lorenzo.","Barcos; Gallo y Tettamanti; Lesa, Mollo y Viglione; Palenzona, Lazcano, Leonardi, Lamas y Calandra.",foto,50 GOL Leonardi (ELP)</br>60 GOL Calandra (ELP),45,90,0,0
05/10/1919,A Alberti,local,derrota,0,2,Boca Juniors,2° fecha del Campeonato 1919,Chiclana 4100,Juan Almeida Guzmán,"Francisco Pazos; Neptalí Acosta y Agustín Alberti; Agustín Sisca, Mario Bassadone y Olegario Bertolini; Arístides Berra, Miguel Ginevra, José Laguna, Luis Bertolini y Jaime Chavin.","Américo Tesoriere; Cortella y Ortega; López, Busso y Elli; Pedro Calomino, Canaveri, Bozzo, Brichetto y Miranda.",foto,15 GOL Bozzo (BJU)</br>42 GOL Bozzo (BJU),45,90,0,0
26/10/1919,A Alberti,local,victoria,2,0,Porteño,3° fecha del Campeonato 1919,Chiclana 4100,Vicente Profumo,"Francisco Pazos; Neptalí Acosta y Agustín Alberti; Olegario Bertolini, Mario Bassadone y Agustín Sisca; Miguel Ginevra, C Colucci, Máximo Berrondo, Manuel Crespo y Jaime Chavin.","Lacour; Ríos y Arrieta; Ibiricú, Sande y Eduardo Uslenghi; Duarte, Clarke, Cabano, Izaguirre y Pascual Polimeni.",foto,38 Luis Bertolini (HUR)</br>81 Jaime Chavin (HUR),45,90,0,0
09/11/1919,-,neutral,empate,2,2,Almagro,Fase preliminar de Copa Competencia 1919,Brin y Sengüel,Calixto Gardi,"Francisco Pazos; Agustín Sisca y Neptalí Acosta; Olegario Bertolini, Pérez y C Colucci; Miguel Ginevra, Máximo Berrondo, Feliciano Medina, Luis Bertolini y Jaime Chavin.","Armando Cereseto; Vieyro y Recanattini; Goicoechea, Sabio y Capelletti; Rodríguez, Rolandi, Olivieri, C Adet y J Adet.",foto,13 GOL Jaime Chavin (HUR)</br>83 GOL Cappelletti (ALM) -penal-</br>87 LES Recanatini (ALM)</br>-Tiempo Extra de 30m.-</br>103 GOL Olivieri (ALM)</br>105 GOL Feliciano Medina (HUR),45,90,105,120
16/11/1919,-,neutral,empate,2,2,Almagro,Fase preliminar (desempate) de Copa Competencia 1919,Brin y Sengüel,Ángel Sapio,"Cándido Blanco; Agustín Sisca y Santos Barbera; J C Chavin, Aarón Chavin y Rosario Barbera; Miguel Ginevra, Feliciano Medina, Francisco Pazos, Luis Bertolini y Jaime Chavin.","Recanattini; Barreto y Goicoechea, S Adet, Sabio y A Capelletti; Rodríguez, Rolandi, Olivieri, C Adet y J Adet.",foto,18 GOL Sabio (ALM)</br>35 GOL Jaime Chavin (ALM) -en contra-</br>39 GOL Feliciano Medina (HUR)</br>67 GOL Miguel Ginevra (HUR)</br>75 EXP Agustín Sisca (HUR)</br>90 EXP Sabio (ALM),45,90,0,0
23/11/1919,A Alberti,neutral,empate,0,0,Almagro,Fase preliminar (desempate) de Copa Competencia 1919,GEBA,Lorenzo Martínez,"Francisco Pazos; Neptalí Acosta y Agustín Alberti; Olegario Bertolini, Mario Bassadone y Pedro Martínez; Miguel Ginevra, Feliciano Medina, Santos Barbera, Luis Bertolini y Jaime Chavin.","Recanattini; Vieyro y Caso; Goicoechea, E Capelletti y A Capelletti; Rodríguez, Olivieri, Barreto, C Adet y J Adet.",foto,1° Tiempo: Huracán 0x0 Almagro,45,90,0,0
30/11/1919,A Alberti,neutral,empate,1,1,Almagro,Fase preliminar (desempate) de Copa Competencia 1919,GEBA,Teodoro Bienner,"Francisco Pazos; Santos Barbera y Agustín Alberti; Olegario Bertolini, Aarón Chavin y C Colucci; Pedro Martínez, Miguel Ginevra, Feliciano Medina, Luis Bertolini y Jaime Chavin.","Recanattini; Vieyro y Caso; Jaureguizar, Barreto y Capelletti; Rodríguez, Rolandi, Olivieri, C Adet y J Adet.",foto,51 GOL Feliciano Medina (HUR)</br>71 EXP Capelletti (ALM)</br>78 GOL C Adet (ALM)</br>85 LES Francisco Pazos (HUR)</br>85 Partido suspendido,45,85,0,0
14/12/1919,A Alberti,neutral,derrota,0,2,Almagro,Fase preliminar (desempate) de Copa Competencia 1919,GEBA,Pedro Novarino,"Ernesto Kiesel; Santos Barbera y Agustín Alberti; Aarón Chavin, Bassadone y J C Chavin; Arístides Berra, Máximo Berrondo, Feliciano Medina, José Laguna y Luis Bertolini.","Recanattini; Vieyro y Caso; Jauriguizar, Sabio y Barreto; Rodríguez, Rolandi, Olivieri, C Adet y J Adet.",foto,30 C Adet (ALM)</br>63 C Adet (ALM),45,90,0,0
21/12/1919,A Alberti,visitante,derrota,0,7,Boca Juniors,4° fecha del Campeonato 1919,Brin y Sengüel,Julio Cúneo,"Ernesto Kiesel; Santos Barbera y Agustín Alberti; Olegario Bertolini, Colli y Antonio Santos; Denda, José Laguna, José Mazzone, Manuel Crespo y E Colucci.","Galeano; Cortella y Ortega; López, Busso y Elli; Pedro Calomino, Bozzo, Garasini, Martín y Miranda.",foto,4 GOL Garasini (BJU)</br>17 GOL Bozzo (BJU)</br>38 GOL Garasini (BJU)</br>42 LES José Laguna (HUR)</br>49 GOL Garasini (BJU)</br>83 GOL Garasini (BJU)</br>84 GOL Pedro Calomino (BJU)</br>85 GOL Martín (BJU),45,90,0,0
04/01/1920,-,local,victoria,1,0,Estudiantes (La Plata),5° fecha del Campeonato 1919,Chiclana 4100,Félix Maffioli,"Ernesto Kiesel; Santos Barbera y Ramón Diger; Francisco Marchioli, Aarón Chavin y C Colucci; Ruiz, José Laguna, Feliciano Medina, Enrique Chiarante y José Mazzone.","Loustanau; A Gallo y J Gallo; Mollo, Ferreiroa y Lesa; Ballarati, Iriarte, Boccia, Latorre Lelong y Sagaspe.",foto,17 GOL José Laguna,45,90,0,0
06/01/1920,A Alberti,neutral,desconocido,-,-,Eureka,Pretemporada 1920 (amistoso a beneficio de Club Alvear),Palermo,desconocido,"Ernesto Kiesel; Santos Barbera y Agustín Alberti; Olegario Bertolini, Mario Bassadone y Francisco Marchioli; Arístides Berra, José Laguna, José Mazzone, Manuel Crespo y Jaime Chavin.","Díaz; Baigorri y Gaete; Terenghi, Lucena, y Scoffano; Bianatti, Acosta, Lucarelli, Larmeu y Danessi.",foto,sin datos,45,90,0,0
29/02/1920,Kiesel,local,empate,0,0,Nueva Chicago,Pretemporada 1920 (amistoso),Chiclana 4100,desconocido,-,-,foto,1° Tiempo: Huracán 0x0 Chicago,45,90,0,0
14/03/1920,Kiesel,local,victoria,2,0,Colegiales,Pretemporada 1920 (amistoso),Chiclana 4100,Miguel Zicardi,"Ernesto Kiesel; Ramón Diger y José Mazzone; Carbone, Caetano Martínez e Nicolás Insúa; Arístides Berra, Valente, Arturo Ceppi, Martín Salvarredi y F. Cochella.","Tauziet; P Martínez y Goenaga; J Crespo, S Rossi y Ariente; Bottaro, Rocca, Veza, A Rossi y G Martínez.",foto,37 GOL Valente (HUR)</br>65 GOL Valente (HUR),45,90,0,0
21/03/1920,Kiesel,local,victoria,3,1,Estudiantes (La Plata),1° fecha del Campeonato 1920,Chiclana 4100,P. Valenti,"Ernesto Kiesel; Nicolás Insúa y Agustín Alberti; Natalio Carabelli, Bassadone y Olegario Bertolini; Arístides Berra, Arturo Ceppi, Valente, Martín Salvarredi y Manuel Crespo.","Goustaman; Tettamanti y Méndez; Pittatore, Mollo y Latorre Lelong; Palenzona, Iriarte, Zoroza, Echeverría y Boccia.",foto,24 GOL Valente (HUR)</br>26 GOL Zoroza (ELP)</br>57 GOL Arístides Berra (HUR)</br>70 GOL Arturo Ceppi (HUR),45,90,0,0
28/03/1920,Kiesel,visitante,victoria,3,1,Sportivo Barracas,2° fecha del Campeonato 1920,Brin y Sengüel,Antonio Gambino,"Ernesto Kiesel; Nicolás Insúa y Agustín Alberti; Natalio Carabelli, J C Chavin y Olegario Bertolini; Arístides Berra, Arturo Ceppi, Valente, Martín Salvarredi y Manuel Crespo.","Agras; Marolla y Sciarreta; Ibáñez, Illán y Godio; De la Cruz, Sixto, Gayardelli, Perini y Prádanos.",foto,11 GOL Arturo Ceppi (HUR)</br>16 GOL Martín Salvarredi (HUR)</br>36 GOL Sixto (SPB)</br>87 GOL Arístides Berra (HUR),45,90,0,0
01/04/1920,-,visitante,derrota,2,4,Eureka,3° fecha del Campeonato 1920,Alvear,Tomás Tenconi,"Francisco Pazos; Nicolás Insúa y Agustín Alberti; Natalio Carabelli, Caetano Martínez y Olegario Bertolini; Arístides Berra, Arturo Ceppi, Valente, Martín Salvarredi y Manuel Crespo.","Hurtado; Bertolini y Pacheco; Vidal, J Lanterno y Murga; Antonio, A Lanterno, Tasín, Macchi y Bidoglio.",foto,3 GOL A Lanterno (EUR)</br>9 GOL Tasín (EUR)</br>77 GOL Tasín (EUR)</br>17 GOL Calente (HUR)</br>87 GOL Valente (HUR)</br>85 GOL Macchi (EUR)</br>85 LES Francisco Pazos (HUR),45,90,0,0
04/04/1920,-,visitante,empate,1,1,Banfield,4° fecha del Campeonato 1920,Banfield,Félix Folliet,"Juan D Bagnera; Nicolás Insúa y Agustín Alberti; Olegario Bertolini, Aarón Chavin y Francisco Marchioli; Arístides Berra, Arturo Ceppi, Valente, Martín Salvarredi y Feliciano Medina.","Mazullo; Meriggi y Rosetti; Romero, Cernich y Tomás Legarreta; R López, A López, Lucarelli, Aragú y Burton.",foto,10 GOL Feliciano Medina (HUR)</br>23 ATA Lucarelli (BAN) -ataja Juan D Bagnera-</br>23 GOL Lucarelli (BAN) -de rebote-</br>56 ATA Lucarelli (BAN) -ataja Juan D Bagnera-,45,90,0,0
11/04/1920,Kiesel,local,victoria,4,0,Nueva Chicago,5° fecha del Campeonato 1920,Chiclana 4100,Lorenzo Muzio,"Ernesto Kiesel; Nicolás Insúa y Agustín Alberti; Natalio Carabelli, Francisco Marchioli y Olegario Bertolini; Arístides Berra, Arturo Ceppi, Valente, Feliciano Medina y Manuel Crespo.","Petrossi; Locatti y Pagliarini; Rubio, Corvetto y Felicetti; Villagra, Haitshandiet, Bru, Varela y Viciconte.",foto,4 GOL Arturo Ceppi (HUR)</br>15 GOL Valente (HUR)</br>50 GOL Feliciano Medina (HUR)</br>53 GOL Natalio Carabelli (HUR),45,90,0,0
25/04/1920,Kiesel,visitante,derrota,2,3,Porteño,6° fecha del Campeonato 1920,Brin y Sengüel,Lorenzo Muzio,"Ernesto Kiesel; Nicolás Insúa y Agustín Alberti; Natalio Carabelli, Ríos y Olegario Bertolini; Arístides Berra, Arturo Ceppi, Valente, Feliciano Medina y Juan B Tortolone.","Magistretti; Presta y R Sande; Ayala, E Sande y Lizarraga; Faivre, Cabano, Clarke, Vivaldo y Polimeni.",foto,17 GOL Valente (HUR)</br>27 GOL Clarke (POR)</br>59 GOL Clarke (POR)</br>68 GOL Feliciano Medina (HUR)</br>83 GOL Cabano (POR),45,90,0,0
02/05/1920,Kiesel,local,derrota,0,1,Palermo,7° fecha del Campeonato,Chiclana 4100,Teodoro Langenheim,"Ernesto Kiesel; Nicolás Insúa y Agustín Alberti; Natalio Carabelli, Ríos y Olegario Bertolini; Arístides Berra, Feliciano Medina, Valente, Juan B Tortolone y Manuel Crespo.","Colás; Presta y Vera; Giaché, Vaccaro y Vidal; L Medina, Echeverría, Giulidori, Bonifacio y Rivet.",foto,57 GOL L Medina (PAL),45,90,0,0
09/05/1920,Kiesel,visitante,derrota,0,2,Boca Juniors,1° fase de Copa de Honor 1920,Brin y Sengüel,Nicolás Oury,"Ernesto Kiesel; Nicolás Insúa y Agustín Alberti; Olegario Bertolini, Carbone y Francisco Marchioli; Arístides Berra, Arturo Ceppi, Ángel Chiessa, Valente y Juan B Tortolone.","Américo Tesoriere; Cortella y Ortega; López, Busso y Elli; Bozzo, Canaveri, Martín, Garasini y Miranda.",foto,14 GOL Garasini (BJU)</br>19 GOL Canaveri (BJU),45,90,0,0
16/05/1920,Kiesel,local,derrota,1,2,Banfield,Amistoso 1920,Chiclana 4100,desconocido,"Ernesto Kiesel; Nicolás Insúa y Agustín Alberti; Olegario Bertolini, Ríos y Natalio Carabelli; Arístides Berra, Arturo Ceppi, Ángel Chiessa, Valente y Juan B Tortolone.",-,foto,30 GOL Burton (BAN),45,90,0,0
23/05/1920,Kiesel,visitante,empate,1,1,Colegiales,8° fecha del Campeonato 1920,Blandengues y Manzanares,Tomás Tenconi,"Ernesto Kiesel; Nicolás Insúa y Ramón Diger; Natalio Carabelli, Ríos y Olegario Bertolini; Arístides Berra, Valente, Doce, Ángel Chiessa y Juan B Tortolone.","Galimberti; Ballaratti y S Rossi; Veza, Solari y Ariente; Landoni, Bottaro, Fraga Patrao, A Rossi y Roldán.",foto,10 GOL Roldán (COL)</br>84 GOL Valente (HUR),45,90,0,0
30/05/1920,Kiesel,local,empate,2,2,Lanús,9° fecha del Campeonato 1920,Chiclana 4100,Lorenzo Muzio,"Ernesto Kiesel; Nicolás Insúa y Agustín Alberti; Natalio Carabelli, Ríos y Olegario Bertolini; Arístides Berra, Juan D Bagnera, Valente, Ángel Chiessa y Juan B Tortolone.","Tocchi; Sallustio y P Pisa; Fernández, Sacarello y Scoffano; F Pisa, J Pisa, Ducasse, Raggi y Miguel Ainzuain.",foto,18 GOL Ducasse (LAN)</br>49 GOL Ducasse (LAN)</br>75 GOL Valente (HUR)</br>88 GOL Juan B Tortolone (HUR),45,90,0,0
06/06/1920,Kiesel,local,victoria,1,0,Belgrano (Rosario),Amistoso 1920,Chiclana 4100,Martín Salvarredi,"Ernesto Kiesel; Agustín Sisca y José Laguna; Natalio Carabelli, Carbone y Olegario Bertolini; Arístides Berra, Miguel Ginevra, Valente, Ángel Chiessa y Ruiz.","Repucci; Mujica y Bearzotti; Ballart, Beltramo y Pancirolli; Clarke, Bianchi, Martínez, Antuña e Iglesias.",foto,GOL GOL Arístides Berra (HUR),45,90,0,0
13/06/1920,Kiesel,visitante,victoria,1,0,Del Plata,10° fecha del Campeonato 1920,Parque Pereyra,Novarino,"Ernesto Kiesel; Agustín Sisca y Ramón Mutis; Natalio Carabelli, Ramón Vázquez y Olegario Bertolini; Andrés Brenna, Valente, Ángel Chiessa, Marabotti y Abel Bertagni.","Rotondo; Ungaretti y Marini; Bruzzone, Pascuccio y Aguirre; Roca, Gabarret, Alzúa, Cartagenova y Flescas.",foto,12 GOL Ángel Chiessa (HUR),45,90,0,0
20/06/1920,Kiesel,visitante,derrota,0,2,Nueva Chicago,11° fecha del Campeonato 1920,Mataderos,Lorenzo Martínez,"Ernesto Kiesel; Agustín Sisca y Agustín Alberti; Olegario Bertolini, Ramón Vázquez y Francisco Marchioli; Andrés Brenna, Valente, Ángel Chiessa, Luis Bertolini y Juan B Tortolone.","Nini; Locatti y Pagliarini; Solari, Corvetto y Rubio; Villagra, Otero, Casaza, Varela y Ortelli.",foto,6 GOL Varela (NCH)</br>59 GOL Varela (NCH),45,90,0,0
27/06/1920,Kiesel,local,empate,0,0,Boca Juniors,12° fecha del Campeonato 1920,Chiclana 4100,Julio Cúneo,"Ernesto Kiesel; Agustín Sisca e Nicolás Insúa; Natalio Carabelli, Ramón Vázquez y Olegario Bertolini; Miguel Ginevra, Andrés Brenna, Valente, Martín Salvarredi y Luis Bertolini.","Américo Tesoriere; Cortella y Ortega; López, Becaas y Elli; Pedro Calomino, Bozzo, Galíndez, Pozzo y Pertini.",foto,1° Tiempo: Huracán 0x0 Boca Juniors,45,90,0,0
29/06/1920,-,neutral,derrota,0,1,Sportivo Barracas,Reducido de Porteño 1920,Porteño,desconocido,"Juan D Bagnera; Nicolás Insúa; Carbone; Natalio Carabelli, Marabotti y Juan B Tortolone.","Gómez; Aller; Nicolin; Masse, Rosado y Prádanos.",foto,GOL Rosado (SPB),45,90,0,0
04/07/1920,Kiesel,visitante,derrota,0,2,Newell's Old Boys (Rosario),Amistoso 1920,Parque Independencia (Rosario),Sotelo,"Ernesto Kiesel; Agustín Sisca e Nicolás Insúa; Natalio Carabelli, Ramón Vázquez y Olegario Bertolini; Andrés Brenna, Luis Bertolini, Marabotti, Valente y Ángel Chiessa.","Nuín; Bourguignon y Celli; Grenón, Salcedo y Chambrolin; H Libonatti, J Libonatti, Badalini, Celli y Orco.",foto,1T GOL Badalini (NOB)</br>2T GOL Celli (NOB),45,90,0,0
01/08/1920,Kiesel,local,empate,1,1,Banfield,13° fecha del Campeonato 1920,Chiclana 4100,Mac Gown,"Ernesto Kiesel; Agustín Sisca y Nicolás Insúa; Natalio Carabelli, Ramón Vázquez y Olegario Bertolini; Nazario Moretta, Valente, Ángel Chiessa, Marabotti y Juan F Pratto.","Domínguez; Meriggi y Rosetti; Frumento, Cernich y Tomás Legarreta; López, Molina, Lucarelli, Burton y Tito.",foto,25 GOL Valente (HUR)</br>84 GOL Lucarelli (BAN),45,90,0,0
15/08/1920,-,local,victoria,1,0,Nueva Chicago,1° fecha del Estímulo 1920,Chiclana 4100,Muzzio,"Juan D Bagnera; Nicolás Insúa y Agustín Sisca; Olegario Bertolini, Ramón Vázquez y C Colucci; Arístides Berra, Valente, Ángel Chiessa, Marabotti y Luis Bertolini.","Petrossi; Pagliarini y Locatti; Barletti, Corvetto y Solari; Rubio, Villagra, Otero, Varela y Ortelli.",foto,28 GOL Valente (HUR),45,90,0,0
22/08/1920,-,visitante,empate,1,1,Porteño,2° fecha del Estímulo 1920,Brin y Sengüel,Julio Cúneo,"Juan D Bagnera; Agustín Sisca y Juan F Pratto; Olegario Bertolini, Ramón Vázquez y Francisco Marchioli; Arístides Berra, Valente, Ángel Chiessa, Marabotti y Luis Bertolini.","Maggistretti; Olascoaga y Presta; Ayala, Sande y Lizarraga; Faivre, Falcioni, Vivaldo, Clarke y Polimeni.",foto,20 GOL Clarke (POR)</br>33 GOL Luis Bertolini (HUR),45,90,0,0
05/09/1920,-,local,empate,0,0,Colegiales,3° fecha del Estímulo 1920,Chiclana 4100,Castiñeiras,"Otero; Nicolás Insúa y Juan F Pratto; Natalio Carabelli, Ramón Vázquez, Francisco Marchioli; Arístides Berra, Valente, Ángel Chiessa, Marabotti y Antonio Santos.","Bonardi; Veza y Giella; Pesciallo, V Rossi y E Martínez; Landoni, H Rossi, M Roldán, F Roldán y G Martínez.",foto,1° tiempo: Huracán 0x0 Colegiales,45,90,0,0
12/09/1920,-,local,victoria,2,1,Sportivo Palermo,4° fecha del Estímulo 1920,Chiclana 4100,Raú,"Juan D Bagnera; Ramón Mutis y Juan F Pratto; Olegario Bertolini, Aarón Chavin y C Colucci; Arístides Berra, Valente, Ángel Chiessa, José Laguna y Luis Bertolini.","Hurtado; P Bertolini y Molinari; Lanterno, Montenegro y A Macchi; Mármol, E Macchi, Reyes, Corbella y Caviglia",foto,23 GOL Arístides Berra (HUR)</br>33 GOL Arístides Berra (HUR)</br>43 GOL E Macchi (SPA),45,90,0,0
19/09/1920,-,visitante,victoria,2,0,Porteño,5° fecha del Estímulo 1920,Brin y Sengüel,Lorenzo Muzio,"Juan D Bagnera; Agustín Sisca y Ramón Mutis; Olegario Bertolini, Ramón Vázquez y Francisco Marchioli; Arístides Berra, JC Chavin, Ángel Chiessa, José Laguna y Luis Bertolini.","Magistretti; Bruno y Olascoaga; Ayala, Sande y O. Vivaldo; Faivre, Gabelich, N. Vivaldo, Ramella y Polimeni.",foto,52 GOL Chavin (HUR)</br>79 GOL José Laguna (HUR) -penal-,45,90,0,0
26/09/1920,-,visitante,derrota,1,2,El Porvenir,Amistoso 1920,Galicia y A° Lemos,desconocido,"Otero; Agustín Sisca y Ramón Mutis; Olegario Bertolini, Ramón Vázquez y Santos Barbera; Arístides Berra, Miguel Ginevra, José Laguna, Ángel Chiessa y Luis Bertolini.","José Coll; A Coll y Baigorri; Regino Aragón, Salerno y J Bustince; Strimatter, L Bustince, Tubio, NN y Dall'O.",foto,sin datos,45,90,0,0
12/10/1920,Kiesel,neutral,-,-,-,Banfield,Amistoso 1920,Muratore y Castelli (Adrogué),desconocido,-,-,foto,sin datos,45,90,0,0
00/10/1920,Kiesel,visitante,victoria,G,P,Palermo,13° fecha del Campeonato 1920,Palermo,-,-,-,foto,Gana Huracán por forfait,45,90,0,0
17/10/1920,-,local,victoria,3,1,Sportivo Barracas,14° fecha del Campeonato 1920,Chiclana 4100,Diez,"Juan D Bagnera; Agustín Sisca y Ramón Mutis; Olegario Bertolini, Federico y Francisco Marchioli; Andrés Brenna, José Laguna, Valente, Ángel Chiessa y Juan B Tortolone.","Gnecco; Podestá y Nicolini; Daneri, Barrera y Godio; Masse, Sixto, Saruppo, Rosado y Pradanos.",foto,18 GOL Ángel Chiessa (HUR)</br>50 GOL Ángel Chiessa (HUR)</br>22 GOL Masse (SPB)</br>36 GOL José Laguna (HUR) -penal-,45,90,0,0
